,sorszam,plotlabel,svc_likelihood,nn_likelihood,rf_likelihood,sum
45,2199,2199,0.0,0.0,0.0,0.0
65,1788,1788,0.0,0.0,0.0,0.0
66,2781,2781,0.0,0.0,0.0,0.0
55,2085,2085,0.0,0.0,0.0,0.0
54,2067,2067,0.0,0.0,0.0,0.0
49,1943,1943,0.0,0.0,0.0,0.0
46,2449,2449,0.0,0.0,0.0,0.0
44,2200,2200,0.0,0.0,0.0,0.0
64,1774,1774,0.0,0.0,0.0,0.0
41,2043,2043,0.0,0.0,0.0,0.0
75,947,947,0.0,0.0,0.0,0.0
77,1323,1323,0.0,0.0,0.0,0.0
30,2435,2435,0.0,0.0,0.0,0.0
79,2123,2123,0.0,0.0,0.0,0.0
29,2979,2979,0.0,0.0,0.0,0.0
99,2751,2751,0.0,0.0,0.0,0.0
