,iskola,neme,eletpalya,lakossag,d10,d11,egyutt
458,9,2,0.4745762711864407,0.0014442263130792995,1,0,1
459,3,1,0.4406779661016949,0.0014442263130792995,1,1,3
460,4,2,0.3220338983050847,0.0014442263130792995,1,1,1
461,3,1,0.3220338983050847,0.0014442263130792995,1,1,1
462,6,1,0.6101694915254237,0.09772406484478446,1,1,2
463,7,2,0.6440677966101696,0.09772406484478446,1,1,2
464,3,1,0.42372881355932207,0.09772406484478446,1,1,1
465,4,1,0.6779661016949152,0.09772406484478446,1,1,1
466,7,1,0.49152542372881364,0.09772406484478446,1,1,2
467,4,2,0.3050847457627119,0.09772406484478446,1,1,1
468,4,2,0.5932203389830508,0.09772406484478446,1,1,1
469,4,2,0.5593220338983051,0.09772406484478446,1,1,1
470,4,1,0.3559322033898305,0.09772406484478446,1,1,3
471,3,1,0.3050847457627119,0.09772406484478446,1,1,3
472,8,2,0.1864406779661017,0.09772406484478446,1,1,2
473,5,1,0.3898305084745763,0.09772406484478446,1,1,2
474,4,2,0.5932203389830508,0.09772406484478446,1,1,1
475,4,2,0.2711864406779661,0.09772406484478446,1,1,2
476,9,2,0.6440677966101696,0.09772406484478446,1,1,2
477,8,1,0.728813559322034,0.09772406484478446,1,1,2
478,8,1,0.42372881355932207,0.09772406484478446,1,1,4
479,7,2,0.15254237288135597,0.09772406484478446,1,1,3
480,8,2,0.3220338983050847,0.09772406484478446,1,1,3
481,8,1,0.42372881355932207,0.09772406484478446,1,1,4
482,5,2,0.6610169491525424,0.09772406484478446,1,1,2
483,4,2,0.5084745762711864,0.09772406484478446,1,1,2
484,9,2,0.6440677966101696,0.09772406484478446,1,1,1
485,3,1,0.728813559322034,0.09772406484478446,1,1,1
486,8,2,0.5084745762711864,0.09772406484478446,1,1,1
487,3,1,0.45762711864406785,0.09772406484478446,1,1,1
488,3,1,0.6949152542372881,0.09772406484478446,1,1,2
489,4,2,0.6271186440677967,0.09772406484478446,1,1,1
490,9,1,0.3220338983050847,0.09772406484478446,1,1,1
491,5,2,0.4406779661016949,0.09772406484478446,1,1,1
492,6,2,0.6271186440677967,0.09772406484478446,1,1,1
493,8,2,0.1016949152542373,0.09772406484478446,1,1,1
494,3,2,0.6101694915254237,0.09772406484478446,1,1,1
495,5,2,0.576271186440678,0.09772406484478446,1,1,1
496,5,2,0.6440677966101696,0.09772406484478446,1,1,2
497,6,2,0.7118644067796609,0.09772406484478446,1,1,2
498,5,2,0.6949152542372881,0.09772406484478446,1,1,2
499,5,1,0.5254237288135593,0.09772406484478446,1,1,2
500,4,2,0.3898305084745763,0.09772406484478446,1,1,3
501,8,1,0.7457627118644068,0.09772406484478446,1,1,1
502,6,2,0.33898305084745767,0.09772406484478446,1,1,1
503,6,2,0.49152542372881364,0.0025465048918640576,1,1,3
504,3,1,0.5593220338983051,0.0025465048918640576,1,1,3
505,4,2,0.3898305084745763,0.0025465048918640576,1,1,2
506,8,2,0.03389830508474578,0.0025465048918640576,1,1,2
507,5,2,0.42372881355932207,0.0025465048918640576,1,1,3
508,3,1,0.3220338983050847,0.0025465048918640576,1,1,3
509,3,1,0.3898305084745763,0.0025465048918640576,1,1,3
510,8,2,0.6610169491525424,0.0025465048918640576,1,1,1
511,5,1,0.5084745762711864,0.006685509232014124,1,1,2
512,8,2,0.5254237288135593,0.006685509232014124,1,1,2
513,4,2,0.16949152542372886,0.006685509232014124,1,1,3
514,8,2,0.6271186440677967,0.006685509232014124,1,1,3
515,8,1,0.6101694915254237,0.006685509232014124,1,1,4
516,3,1,0.5932203389830508,0.006685509232014124,1,1,3
517,4,1,0.6101694915254237,0.006685509232014124,1,1,2
518,4,1,0.6610169491525424,0.006685509232014124,1,1,1
519,5,2,0.847457627118644,0.006685509232014124,1,1,2
520,4,1,0.45762711864406785,0.006685509232014124,1,1,3
521,4,2,0.03389830508474578,0.0005948166470501693,1,0,3
522,4,1,0.7457627118644068,0.0005948166470501693,1,0,2
523,3,1,0.1016949152542373,0.0005948166470501693,1,0,4
524,3,1,0.5593220338983051,0.0005948166470501693,1,0,2
525,2,1,0.25423728813559326,0.0005948166470501693,1,0,3
526,5,1,0.5932203389830508,0.0005948166470501693,1,0,1
527,4,2,0.5084745762711864,0.0005948166470501693,1,0,1
528,3,2,0.4745762711864407,0.0005948166470501693,1,0,2
529,4,2,0.050847457627118675,0.0005948166470501693,1,0,3
530,4,1,0.576271186440678,0.0005948166470501693,1,0,3
531,6,2,0.15254237288135597,0.0005948166470501693,1,0,3
532,3,2,0.576271186440678,0.027586274275415625,1,1,2
533,4,2,0.6779661016949152,0.027586274275415625,1,1,1
534,6,2,0.49152542372881364,0.027586274275415625,1,1,3
535,8,2,0.25423728813559326,0.027586274275415625,1,1,4
536,4,1,0.49152542372881364,0.027586274275415625,1,1,1
537,6,2,0.6949152542372881,0.027586274275415625,1,1,3
538,3,2,0.42372881355932207,0.027586274275415625,1,1,3
539,3,2,0.6949152542372881,0.027586274275415625,1,1,1
540,6,2,0.45762711864406785,0.027586274275415625,1,1,3
541,3,1,0.5254237288135593,0.027586274275415625,1,1,2
542,3,2,0.4406779661016949,0.027586274275415625,1,1,3
543,6,2,0.2711864406779661,0.027586274275415625,1,1,3
544,5,2,0.16949152542372886,0.0005178065690745918,1,0,3
545,3,2,0.5423728813559323,0.0005178065690745918,1,0,3
546,4,2,0.2711864406779661,0.0005178065690745918,1,0,4
547,3,2,0.5593220338983051,0.0005178065690745918,1,0,4
548,2,2,0.576271186440678,0.0005178065690745918,1,0,2
549,2,2,0.4406779661016949,0.0005178065690745918,1,0,5
550,2,1,0.7118644067796609,0.0005178065690745918,1,0,2
551,3,1,0.576271186440678,0.0005178065690745918,1,0,1
552,8,1,0.25423728813559326,0.0005178065690745918,1,0,4
553,3,1,0.3220338983050847,0.0005178065690745918,1,0,5
554,3,1,0.5254237288135593,0.0005178065690745918,1,0,2
555,4,2,0.6271186440677967,0.0005178065690745918,1,0,1
556,3,1,0.45762711864406785,0.0013815837869648373,1,1,3
557,2,1,0.5084745762711864,0.0013815837869648373,1,1,4
558,2,1,0.2711864406779661,0.0013815837869648373,1,1,5
559,2,1,0.23728813559322032,0.0013815837869648373,1,1,3
560,3,1,0.11864406779661019,0.0013815837869648373,1,1,1
561,3,1,0.33898305084745767,0.0013815837869648373,1,1,2
562,3,1,0.7457627118644068,0.0013815837869648373,1,1,1
563,4,2,0.28813559322033905,0.0013815837869648373,1,1,3
564,2,2,0.4067796610169491,0.0013815837869648373,1,1,3
565,4,1,0.7457627118644068,0.007148719104016478,1,1,3
566,4,2,0.3220338983050847,0.007148719104016478,1,1,4
567,2,2,0.2711864406779661,0.007148719104016478,1,1,4
568,2,2,0.050847457627118675,0.007148719104016478,1,1,3
569,3,1,0.7966101694915253,0.007148719104016478,1,1,3
570,3,1,0.6779661016949152,0.007148719104016478,0,0,1
571,3,1,0.4067796610169491,0.007148719104016478,1,1,4
572,5,2,0.6101694915254237,0.007148719104016478,1,1,2
573,3,1,0.7627118644067796,0.00034597064881565395,1,1,2
574,8,1,0.576271186440678,0.00034597064881565395,1,1,2
575,3,1,0.6101694915254237,0.00034597064881565395,1,1,1
576,4,1,0.5932203389830508,0.00034597064881565395,1,1,2
577,2,1,0.3050847457627119,0.00034597064881565395,1,1,1
578,2,2,0.6271186440677967,0.00034597064881565395,1,1,3
579,3,1,0.6271186440677967,0.00034597064881565395,1,1,2
580,5,1,0.7457627118644068,0.00034597064881565395,1,1,2
581,4,2,0.576271186440678,0.00034597064881565395,1,1,1
582,3,2,0.1864406779661017,0.0584546720979844,1,1,4
583,3,1,0.8644067796610169,0.0584546720979844,1,1,1
584,4,1,0.5084745762711864,0.0584546720979844,1,1,3
585,3,1,0.1864406779661017,0.0584546720979844,1,1,2
586,4,1,0.25423728813559326,0.0584546720979844,1,1,3
587,3,1,0.5084745762711864,0.0584546720979844,1,1,2
588,4,2,0.6271186440677967,0.0584546720979844,1,1,3
589,4,2,0.25423728813559326,0.0584546720979844,1,1,4
590,3,1,0.4745762711864407,0.0584546720979844,1,1,2
591,3,1,0.4067796610169491,0.0584546720979844,1,1,2
592,4,2,0.4406779661016949,0.0584546720979844,1,1,3
593,4,1,0.3898305084745763,0.0584546720979844,1,1,3
594,3,1,0.728813559322034,0.0584546720979844,1,1,1
595,3,1,0.6949152542372881,0.0584546720979844,1,1,2
596,4,2,0.42372881355932207,0.0584546720979844,1,1,4
597,3,1,0.050847457627118675,0.0584546720979844,1,1,2
598,4,2,0.3050847457627119,0.0584546720979844,1,1,2
599,4,1,0.6101694915254237,0.0584546720979844,1,1,2
600,2,2,0.5932203389830508,0.0584546720979844,1,1,2
601,2,2,0.6779661016949152,0.0584546720979844,1,1,1
602,3,1,0.7118644067796609,0.0584546720979844,1,1,2
603,3,1,0.3559322033898305,0.0584546720979844,1,1,3
604,2,1,0.6779661016949152,0.0584546720979844,1,1,1
605,4,2,0.49152542372881364,0.0009976828012358393,1,1,2
606,3,1,0.23728813559322032,0.0009976828012358393,1,1,2
607,4,2,0.23728813559322032,0.0009976828012358393,1,1,3
608,3,2,0.6101694915254237,0.0009976828012358393,1,1,3
609,8,2,0.6101694915254237,0.0009976828012358393,1,1,1
610,3,2,0.28813559322033905,0.0009976828012358393,1,1,2
611,3,1,0.37288135593220345,0.0009976828012358393,1,1,2
612,3,2,0.49152542372881364,0.0009976828012358393,1,1,6
613,3,1,0.7118644067796609,0.0007953876710313374,1,0,2
614,3,1,0.6610169491525424,0.0007953876710313374,1,1,2
615,2,2,0.5084745762711864,0.0007953876710313374,1,1,3
616,3,2,0.576271186440678,0.00041953251434456376,1,1,3
617,4,2,0.37288135593220345,0.00041953251434456376,1,1,5
618,3,2,0.6271186440677967,0.00041953251434456376,1,1,2
619,3,1,0.7457627118644068,0.00041953251434456376,1,1,2
620,5,2,0.22033898305084748,0.00041953251434456376,1,1,5
621,6,1,0.5084745762711864,0.00041953251434456376,1,1,3
622,4,2,0.6949152542372881,0.00041953251434456376,1,1,2
623,7,2,0.728813559322034,0.00041953251434456376,1,1,2
624,8,1,0.7796610169491525,0.0756049314035604,1,1,2
625,3,1,0.16949152542372886,0.0756049314035604,1,1,2
626,3,2,0.6949152542372881,0.0756049314035604,1,1,2
627,5,2,0.3050847457627119,0.0756049314035604,1,1,3
628,3,1,0.728813559322034,0.0756049314035604,1,1,3
629,3,2,0.3220338983050847,0.0756049314035604,1,1,4
630,3,2,0.25423728813559326,0.0756049314035604,1,1,4
631,4,2,0.6949152542372881,0.0756049314035604,1,1,1
632,3,1,0.23728813559322032,0.0756049314035604,1,1,4
633,3,1,0.3559322033898305,0.0756049314035604,1,1,5
634,3,2,0.3050847457627119,0.0756049314035604,1,1,4
635,2,2,0.25423728813559326,0.0756049314035604,1,1,2
636,3,1,0.3220338983050847,0.0756049314035604,1,1,4
637,3,1,0.6101694915254237,0.0756049314035604,1,1,3
638,2,2,0.22033898305084748,0.0756049314035604,1,1,2
639,3,1,0.4406779661016949,0.0756049314035604,1,1,3
640,3,1,0.33898305084745767,0.0756049314035604,1,1,2
641,8,2,0.33898305084745767,0.0756049314035604,1,1,2
642,2,2,0.576271186440678,0.0756049314035604,1,1,1
643,3,1,0.6101694915254237,0.0756049314035604,1,1,1
644,2,2,0.5084745762711864,0.0756049314035604,1,1,2
645,8,1,0.6949152542372881,0.0756049314035604,1,1,2
646,3,1,0.7627118644067796,0.0756049314035604,1,1,2
647,6,1,0.45762711864406785,0.0756049314035604,1,1,4
648,4,2,0.1016949152542373,0.0756049314035604,1,1,3
649,2,1,0.45762711864406785,0.0756049314035604,1,1,3
650,3,1,0.1016949152542373,0.0756049314035604,1,1,2
651,3,2,0.0,0.0019942161983227897,1,1,5
652,4,1,0.22033898305084748,0.0019942161983227897,1,1,2
653,6,1,0.4745762711864407,0.0019942161983227897,1,1,4
654,3,1,0.08474576271186446,0.0019942161983227897,1,1,3
655,3,1,0.728813559322034,0.005944718258055024,1,1,2
656,5,2,0.5593220338983051,0.005944718258055024,1,1,2
657,3,1,0.22033898305084748,0.005944718258055024,1,1,4
658,4,1,0.5593220338983051,0.005944718258055024,1,1,2
659,3,1,0.3559322033898305,0.005944718258055024,1,1,3
660,5,2,0.15254237288135597,0.005944718258055024,1,1,2
661,5,2,0.728813559322034,0.005944718258055024,1,1,1
662,8,2,0.2711864406779661,0.005944718258055024,1,1,1
663,3,1,0.5423728813559323,0.005944718258055024,1,1,3
664,8,1,0.49152542372881364,0.005944718258055024,1,1,3
665,3,1,0.7118644067796609,0.005944718258055024,1,1,2
666,3,1,0.6610169491525424,0.005944718258055024,1,1,2
667,3,1,0.2711864406779661,0.005944718258055024,1,1,4
668,4,1,0.28813559322033905,0.01879907955715757,1,1,3
669,4,1,0.5254237288135593,0.01879907955715757,1,1,5
670,4,2,0.28813559322033905,0.01879907955715757,1,1,3
671,1,2,0.7796610169491525,0.01879907955715757,1,1,1
672,3,1,0.7627118644067796,0.01879907955715757,1,1,4
673,4,2,0.33898305084745767,0.01879907955715757,1,1,2
674,2,1,0.45762711864406785,0.01879907955715757,1,1,1
675,1,1,0.3220338983050847,0.01879907955715757,1,1,2
676,3,2,0.4745762711864407,0.01879907955715757,1,1,2
677,3,1,0.42372881355932207,0.01879907955715757,1,1,4
678,3,1,0.6440677966101696,0.01879907955715757,1,1,1
679,5,1,0.49152542372881364,0.01879907955715757,1,1,3
680,5,2,0.4406779661016949,0.01879907955715757,1,1,6
681,5,1,0.6610169491525424,0.01879907955715757,1,1,2
682,3,2,0.25423728813559326,0.0016815782698249226,1,1,3
683,2,1,0.9322033898305084,0.0016815782698249226,1,1,1
684,6,1,0.8983050847457628,0.0016815782698249226,1,1,2
685,6,1,0.3559322033898305,0.0016815782698249226,1,1,2
686,9,1,0.3050847457627119,0.0016815782698249226,1,1,4
687,5,2,0.7457627118644068,0.0016815782698249226,1,1,2
688,6,2,0.6949152542372881,0.0016815782698249226,1,1,1
689,3,1,0.8305084745762712,0.0016815782698249226,1,1,2
690,2,1,0.1016949152542373,0.00028045461232896864,1,1,2
691,4,1,0.1016949152542373,0.00028045461232896864,1,1,7
692,5,2,0.3898305084745763,0.00028045461232896864,1,1,4
693,3,1,0.6271186440677967,0.00028045461232896864,1,1,2
694,3,2,0.3898305084745763,0.00028045461232896864,1,1,2
695,8,1,0.11864406779661019,0.00028045461232896864,1,1,1
696,3,1,0.4067796610169491,0.03527578803148448,1,1,2
697,3,1,0.576271186440678,0.03527578803148448,1,1,2
698,6,2,0.5932203389830508,0.03527578803148448,1,1,2
699,5,2,0.6440677966101696,0.03527578803148448,1,1,3
700,3,1,0.01694915254237289,0.03527578803148448,1,1,2
701,4,1,0.42372881355932207,0.03527578803148448,1,1,4
702,2,1,0.728813559322034,0.03527578803148448,1,1,2
703,3,2,0.49152542372881364,0.03527578803148448,1,1,2
704,5,2,0.6949152542372881,0.03527578803148448,1,1,2
705,8,2,0.5593220338983051,0.03527578803148448,1,1,1
706,8,2,0.4745762711864407,0.03527578803148448,1,1,3
707,4,2,0.25423728813559326,0.0014488239296748565,1,1,3
708,5,2,0.6101694915254237,0.0014488239296748565,1,1,2
709,3,1,0.49152542372881364,0.0014488239296748565,1,1,1
710,4,1,0.5932203389830508,0.0014488239296748565,1,1,4
711,3,1,0.8305084745762712,0.0014488239296748565,1,1,2
712,8,2,0.33898305084745767,0.0014488239296748565,1,1,3
713,5,2,0.03389830508474578,0.008711334044431366,1,1,2
714,4,2,0.4745762711864407,0.008711334044431366,1,1,2
715,5,2,0.6949152542372881,0.008711334044431366,1,1,1
716,4,2,0.4406779661016949,0.008711334044431366,1,1,3
717,6,2,0.22033898305084748,0.008711334044431366,1,1,3
718,5,1,0.4406779661016949,0.008711334044431366,1,1,3
719,5,1,0.050847457627118675,0.008711334044431366,1,1,1
720,3,1,0.6440677966101696,0.008711334044431366,1,1,3
721,3,1,0.49152542372881364,0.008711334044431366,1,1,2
722,2,2,0.6271186440677967,0.008711334044431366,1,1,3
723,5,1,0.37288135593220345,0.008711334044431366,1,1,3
724,5,2,0.5593220338983051,0.008711334044431366,1,1,3
725,2,1,0.2711864406779661,0.008711334044431366,1,1,3
726,3,1,0.3559322033898305,0.11929953012358392,1,0,2
727,3,1,0.6610169491525424,0.11929953012358392,1,0,2
728,5,2,0.23728813559322032,0.11929953012358392,1,0,2
729,4,2,0.6779661016949152,0.11929953012358392,1,0,2
730,6,2,0.15254237288135597,0.11929953012358392,1,0,3
731,4,2,0.5423728813559323,0.11929953012358392,1,0,1
732,9,2,0.23728813559322032,0.11929953012358392,1,0,3
733,2,1,0.3559322033898305,0.11929953012358392,1,0,1
734,3,2,0.6101694915254237,0.11929953012358392,1,0,1
735,3,1,0.5932203389830508,0.11929953012358392,1,0,2
736,2,2,0.3220338983050847,0.11929953012358392,1,0,1
737,3,1,0.5932203389830508,0.11929953012358392,1,0,2
738,8,2,0.728813559322034,0.11929953012358392,1,1,1
739,6,2,0.5254237288135593,0.11929953012358392,1,1,1
740,4,1,0.33898305084745767,0.11929953012358392,1,1,3
741,4,1,0.33898305084745767,0.11929953012358392,1,1,1
742,6,2,0.4067796610169491,0.11929953012358392,1,1,3
743,2,2,0.6271186440677967,0.11929953012358392,1,1,1
744,4,1,0.20338983050847464,0.11929953012358392,1,1,3
745,3,1,0.4745762711864407,0.11929953012358392,1,1,5
746,3,1,0.23728813559322032,0.11929953012358392,1,1,5
747,3,1,0.3220338983050847,0.11929953012358392,1,1,6
748,3,1,0.5084745762711864,0.11929953012358392,1,1,5
749,3,1,0.6101694915254237,0.11929953012358392,1,1,3
750,4,1,0.25423728813559326,0.11929953012358392,1,1,3
751,4,2,0.03389830508474578,0.11929953012358392,1,1,4
752,5,2,0.5254237288135593,0.11929953012358392,1,1,3
753,8,1,0.5423728813559323,0.11929953012358392,1,1,3
754,3,1,0.6271186440677967,0.11929953012358392,1,1,5
755,9,1,0.1016949152542373,0.11929953012358392,1,1,1
756,9,1,0.7118644067796609,0.11929953012358392,1,1,3
757,4,2,0.5084745762711864,0.11929953012358392,1,1,2
758,6,1,0.5593220338983051,0.11929953012358392,1,1,2
759,4,1,0.16949152542372886,0.11929953012358392,1,1,3
760,4,2,0.5593220338983051,0.11929953012358392,1,1,3
761,3,2,0.5423728813559323,0.11929953012358392,1,1,1
762,9,2,0.050847457627118675,0.11929953012358392,1,1,4
763,3,1,0.4745762711864407,0.11929953012358392,1,1,2
764,4,1,0.4067796610169491,0.11929953012358392,1,1,5
765,4,2,0.5084745762711864,0.11929953012358392,1,1,4
766,5,2,0.45762711864406785,0.11929953012358392,1,1,2
767,4,1,0.23728813559322032,0.11929953012358392,1,1,3
768,4,1,0.37288135593220345,0.11929953012358392,1,1,4
769,5,1,0.6949152542372881,0.11929953012358392,1,1,4
770,3,2,0.4067796610169491,0.11929953012358392,1,1,4
771,4,2,0.6440677966101696,0.11929953012358392,1,1,1
772,5,2,0.5593220338983051,0.11929953012358392,1,1,3
773,5,1,0.03389830508474578,0.11929953012358392,1,1,3
774,5,2,0.6101694915254237,0.11929953012358392,1,1,1
775,9,1,0.42372881355932207,0.11929953012358392,0,0,1
776,5,1,0.16949152542372886,0.11929953012358392,1,1,1
777,3,1,0.45762711864406785,0.11929953012358392,1,1,4
778,5,1,0.42372881355932207,0.11929953012358392,1,1,3
779,2,1,0.2711864406779661,0.11929953012358392,0,0,4
780,2,1,0.6101694915254237,0.11929953012358392,0,0,1
781,8,1,0.3559322033898305,0.11929953012358392,1,0,1
782,6,2,0.28813559322033905,0.11929953012358392,1,0,3
783,5,1,0.20338983050847464,0.11929953012358392,1,0,3
784,3,1,0.576271186440678,0.11929953012358392,1,0,1
785,2,2,0.6610169491525424,0.11929953012358392,0,0,1
786,3,1,0.33898305084745767,0.017986450823892892,1,1,5
787,3,2,0.23728813559322032,0.017986450823892892,1,1,4
788,3,2,0.06779661016949157,0.017986450823892892,1,0,4
789,2,1,0.050847457627118675,0.017986450823892892,1,0,5
790,3,1,0.11864406779661019,0.017986450823892892,1,1,5
791,3,1,0.728813559322034,0.017986450823892892,1,1,2
792,4,1,0.2711864406779661,0.017986450823892892,1,1,3
793,3,1,0.3050847457627119,0.017986450823892892,1,1,4
794,3,1,0.37288135593220345,0.017986450823892892,1,1,5
795,3,1,0.15254237288135597,0.017986450823892892,1,1,4
796,4,1,0.4067796610169491,0.017986450823892892,1,1,7
797,2,1,0.08474576271186446,0.005102779718993674,1,1,6
798,2,2,0.5423728813559323,0.005102779718993674,1,1,4
799,2,1,0.1864406779661017,0.005102779718993674,0,0,2
800,3,1,0.4406779661016949,0.005102779718993674,1,1,3
801,4,2,0.050847457627118675,0.005102779718993674,1,1,5
802,4,1,0.1864406779661017,0.005102779718993674,1,1,2
803,3,1,0.25423728813559326,0.005102779718993674,1,1,4
804,3,1,0.4067796610169491,0.005102779718993674,1,1,3
805,3,1,0.5254237288135593,0.005102779718993674,1,1,3
806,5,1,0.5254237288135593,0.005102779718993674,1,1,2
807,4,2,0.15254237288135597,0.005102779718993674,1,1,2
808,4,1,0.45762711864406785,0.009750395395027218,1,1,4
809,7,2,0.16949152542372886,0.009750395395027218,1,1,3
810,3,1,0.5423728813559323,0.009750395395027218,1,1,3
811,3,1,0.5932203389830508,0.009750395395027218,1,1,3
812,3,1,0.49152542372881364,0.009750395395027218,1,1,1
813,8,1,0.3220338983050847,0.009750395395027218,1,1,5
814,4,1,0.37288135593220345,0.009750395395027218,1,1,4
815,4,2,0.4406779661016949,0.009750395395027218,1,1,5
816,3,2,0.6610169491525424,0.009750395395027218,1,1,1
817,4,2,0.25423728813559326,0.0033591336251287333,1,1,3
818,2,2,0.3050847457627119,0.0033591336251287333,1,1,2
819,3,1,0.7457627118644068,0.0033591336251287333,1,1,2
820,3,2,0.728813559322034,0.0033591336251287333,1,1,1
821,3,1,0.03389830508474578,0.0033591336251287333,1,1,4
822,3,2,0.4406779661016949,0.0033591336251287333,1,1,4
823,4,2,0.11864406779661019,0.0033591336251287333,1,1,1
824,8,1,0.2711864406779661,0.0033591336251287333,1,1,1
825,4,2,0.5932203389830508,0.0033591336251287333,1,1,2
826,3,1,0.5593220338983051,0.0012223913123436808,1,1,4
827,4,2,0.050847457627118675,0.0012223913123436808,1,1,1
828,3,2,0.5932203389830508,0.0012223913123436808,1,1,2
829,4,1,0.3559322033898305,0.0012223913123436808,1,1,4
830,3,1,0.0,0.0012223913123436808,1,1,4
831,3,1,0.15254237288135597,0.0012223913123436808,1,1,2
832,3,2,0.37288135593220345,0.0012223913123436808,1,1,4
833,4,2,0.5593220338983051,0.0012223913123436808,1,1,1
834,3,1,0.3898305084745763,0.008441798771516846,1,1,3
835,5,1,0.3220338983050847,0.008441798771516846,1,1,4
836,5,2,0.33898305084745767,0.008441798771516846,1,1,2
837,2,1,0.728813559322034,0.008441798771516846,1,1,1
838,4,1,0.23728813559322032,0.008441798771516846,1,1,4
839,2,1,0.0,0.008441798771516846,1,1,2
840,4,2,0.6101694915254237,0.008441798771516846,1,1,2
841,5,1,0.20338983050847464,0.008441798771516846,1,1,2
842,3,1,0.2711864406779661,0.008441798771516846,1,1,3
843,5,2,0.49152542372881364,0.008441798771516846,1,1,3
844,5,2,0.33898305084745767,0.008441798771516846,1,1,2
845,2,1,0.7796610169491525,0.008441798771516846,1,1,1
846,3,1,0.13559322033898308,0.0017166350963660438,1,1,1
847,4,1,0.20338983050847464,0.0017166350963660438,1,1,3
848,3,2,0.576271186440678,0.0017166350963660438,1,1,1
849,3,1,0.4745762711864407,0.0017166350963660438,1,1,3
850,3,1,0.6949152542372881,0.0014712373105781962,1,1,2
851,3,1,0.6779661016949152,0.0014712373105781962,1,1,2
852,8,1,0.11864406779661019,0.032273544394585844,1,1,2
853,3,1,0.25423728813559326,0.032273544394585844,1,1,3
854,4,2,0.4745762711864407,0.032273544394585844,1,1,3
855,3,1,0.3220338983050847,0.032273544394585844,1,1,4
856,4,2,0.5932203389830508,0.032273544394585844,1,1,2
857,3,1,0.5423728813559323,0.032273544394585844,1,1,1
858,3,2,0.6779661016949152,0.00038275158158010886,1,1,2
859,3,1,0.37288135593220345,0.00038275158158010886,1,1,4
860,1,2,0.6101694915254237,0.00038275158158010886,1,1,2
861,4,2,0.06779661016949157,0.00038275158158010886,1,1,3
862,3,1,0.28813559322033905,0.00038275158158010886,1,1,2
863,6,2,0.15254237288135597,0.00038275158158010886,1,1,2
864,3,2,0.7457627118644068,0.00038275158158010886,1,1,2
865,2,1,0.7627118644067796,0.018606554362218624,1,1,1
866,2,1,0.4067796610169491,0.01163771700750331,1,1,2
867,3,2,0.37288135593220345,0.01163771700750331,1,1,3
868,7,2,0.050847457627118675,0.01163771700750331,1,1,3
869,8,2,0.28813559322033905,0.01163771700750331,1,1,1
870,6,2,0.08474576271186446,0.01163771700750331,1,1,3
871,4,2,0.3220338983050847,0.0020792721053405913,1,1,5
872,3,1,0.33898305084745767,0.0010517047962336323,0,0,1
873,2,1,0.1016949152542373,0.0010517047962336323,0,0,6
874,3,2,0.3898305084745763,0.0010517047962336323,1,0,2
875,2,2,0.5593220338983051,0.0010517047962336323,0,0,2
876,2,1,0.37288135593220345,0.0010517047962336323,1,0,1
877,2,2,0.6779661016949152,0.0008930870236869207,1,1,3
878,8,1,0.7118644067796609,0.0008930870236869207,1,1,3
879,5,2,0.33898305084745767,0.0008930870236869207,1,1,1
880,3,1,0.5423728813559323,0.0008930870236869207,0,1,4
881,5,2,0.3559322033898305,0.0008930870236869207,1,1,5
882,7,1,0.9322033898305084,0.0008930870236869207,1,1,2
883,3,1,0.3898305084745763,0.0008930870236869207,1,1,3
884,3,2,0.6440677966101696,0.00111377262027365,1,1,2
885,4,1,0.42372881355932207,0.00111377262027365,1,1,4
886,3,2,0.6610169491525424,0.00111377262027365,1,1,1
887,4,2,0.37288135593220345,0.00111377262027365,1,1,5
888,3,2,0.5084745762711864,0.00111377262027365,1,1,3
889,3,1,0.3220338983050847,0.00111377262027365,1,1,2
890,4,2,0.050847457627118675,0.00111377262027365,1,1,2
891,4,1,0.16949152542372886,0.00111377262027365,1,1,2
892,3,2,0.11864406779661019,0.00111377262027365,1,1,2
893,4,2,0.5254237288135593,0.00111377262027365,1,1,2
894,3,1,0.3220338983050847,0.00111377262027365,1,1,4
895,3,2,0.1864406779661017,0.00111377262027365,1,1,3
896,4,1,0.728813559322034,0.011333124908047668,1,1,3
897,3,2,0.45762711864406785,0.011333124908047668,1,1,3
898,3,1,0.45762711864406785,0.011333124908047668,1,1,3
899,4,1,0.728813559322034,0.011333124908047668,1,1,2
900,4,1,0.5423728813559323,0.011333124908047668,1,1,2
901,3,2,0.5084745762711864,0.011333124908047668,1,1,3
902,4,1,0.7118644067796609,0.011333124908047668,1,1,2
903,3,2,0.45762711864406785,0.011333124908047668,1,1,3
904,3,2,0.1864406779661017,0.011333124908047668,1,1,1
905,3,1,0.4406779661016949,0.0025585736354273945,1,1,3
906,8,2,0.3050847457627119,0.0025585736354273945,1,1,4
907,5,1,0.3220338983050847,0.0025585736354273945,1,1,3
908,3,1,0.4745762711864407,0.0025585736354273945,1,1,1
909,4,1,0.6610169491525424,0.0025585736354273945,1,1,3
910,4,2,0.28813559322033905,0.0025585736354273945,1,1,4
911,3,1,0.33898305084745767,0.0025585736354273945,1,1,2
912,4,2,0.6610169491525424,0.0025585736354273945,1,1,2
913,6,1,0.5593220338983051,0.0028637404369574815,1,1,2
914,8,2,0.16949152542372886,0.0028637404369574815,1,1,3
915,4,1,0.15254237288135597,0.0028637404369574815,1,1,2
916,4,2,0.3898305084745763,0.0028637404369574815,1,1,4
917,3,2,0.1864406779661017,0.0028637404369574815,1,1,2
918,4,1,0.42372881355932207,0.0028637404369574815,1,1,4
