,iskola,neme,eletpalya,lakossag,d10,d11,egyutt
158,4,1,0.7457627118644068,0.008189504560835663,1,1,1
159,2,2,0.7627118644067796,0.008189504560835663,1,1,2
160,3,1,0.7627118644067796,0.008189504560835663,1,1,2
161,6,1,0.4067796610169491,0.008189504560835663,1,1,1
162,3,2,0.4406779661016949,0.008189504560835663,1,1,2
163,3,2,0.5932203389830508,0.008189504560835663,1,1,4
164,3,1,0.5254237288135593,0.008189504560835663,1,1,4
165,4,2,0.728813559322034,0.008189504560835663,1,1,2
166,4,1,0.5254237288135593,0.008189504560835663,1,1,2
167,3,1,0.5423728813559323,0.017219798256583787,1,1,5
168,3,1,0.050847457627118675,0.017219798256583787,1,1,1
169,2,2,0.4745762711864407,0.017219798256583787,1,1,3
170,3,1,0.49152542372881364,0.017219798256583787,1,1,3
171,3,2,0.5423728813559323,0.017219798256583787,1,1,3
172,2,1,0.42372881355932207,0.017219798256583787,1,1,3
173,3,1,0.33898305084745767,0.0009465343166102692,1,1,2
174,3,1,0.5423728813559323,0.0009465343166102692,1,1,2
175,3,1,0.25423728813559326,0.0009465343166102692,1,1,4
176,3,1,0.6440677966101696,0.0009465343166102692,1,1,1
177,2,1,0.20338983050847464,0.0018654829336471972,1,1,2
178,4,2,0.4406779661016949,0.0018654829336471972,1,1,2
179,3,2,0.6101694915254237,0.0018654829336471972,1,1,2
180,3,1,0.5423728813559323,0.0018654829336471972,1,1,2
181,2,2,0.6440677966101696,0.0018654829336471972,1,1,1
182,3,2,0.5932203389830508,0.0018654829336471972,1,1,1
183,6,2,0.45762711864406785,0.0005356223333823746,1,1,3
184,3,2,0.5423728813559323,0.0005356223333823746,1,1,3
185,4,2,0.5423728813559323,0.0005356223333823746,1,1,1
186,2,2,0.6440677966101696,0.0005356223333823746,1,1,2
187,5,2,0.42372881355932207,0.0005356223333823746,1,1,2
188,4,2,0.6440677966101696,0.0005356223333823746,1,1,1
189,6,2,0.3050847457627119,0.0005356223333823746,1,1,3
190,4,2,0.5423728813559323,0.0008068817125202295,1,1,1
191,3,1,0.7118644067796609,0.0008068817125202295,1,1,2
192,3,1,0.6610169491525424,0.0008068817125202295,1,1,2
193,3,2,0.576271186440678,0.0008068817125202295,1,0,2
194,3,2,0.7118644067796609,0.0008068817125202295,1,0,1
195,2,1,0.3050847457627119,0.0008068817125202295,1,0,4
196,3,1,0.5593220338983051,0.0008068817125202295,1,0,2
197,4,2,0.37288135593220345,0.0008068817125202295,1,0,2
198,3,2,0.6610169491525424,0.0008068817125202295,1,0,2
199,3,1,0.6949152542372881,0.0008068817125202295,1,0,2
200,3,1,0.576271186440678,0.0008068817125202295,1,0,4
201,3,1,0.06779661016949157,0.001664911909666029,1,1,3
202,3,2,0.6101694915254237,0.001664911909666029,1,0,1
203,3,1,0.2711864406779661,0.001664911909666029,1,1,3
204,2,1,0.37288135593220345,0.001664911909666029,1,1,4
205,2,2,0.3898305084745763,0.001664911909666029,1,1,3
206,3,1,0.20338983050847464,0.001664911909666029,1,1,5
207,8,2,0.7627118644067796,0.001664911909666029,1,1,3
208,5,2,0.13559322033898308,0.011352664778578785,1,1,2
209,4,2,0.49152542372881364,0.011352664778578785,1,1,2
210,4,2,0.4067796610169491,0.011352664778578785,1,1,4
211,3,1,0.42372881355932207,0.011352664778578785,1,1,4
212,3,1,0.4067796610169491,0.011352664778578785,1,1,1
213,3,1,0.08474576271186446,0.011352664778578785,1,1,3
214,3,1,0.5423728813559323,0.011352664778578785,1,1,4
215,3,1,0.49152542372881364,0.011352664778578785,1,1,4
216,3,1,0.08474576271186446,0.011352664778578785,1,1,5
217,3,1,0.5084745762711864,0.011352664778578785,1,1,2
218,3,1,0.49152542372881364,0.03663323433132264,1,1,2
219,4,1,0.5254237288135593,0.03663323433132264,1,1,2
220,4,2,0.1864406779661017,0.03663323433132264,1,1,2
221,3,2,0.3898305084745763,0.03663323433132264,1,1,2
222,3,1,0.7457627118644068,0.03663323433132264,1,1,2
223,9,2,0.15254237288135597,0.03663323433132264,1,1,4
224,4,1,0.4406779661016949,0.03663323433132264,1,1,7
225,3,1,0.6271186440677967,0.03663323433132264,1,1,2
226,3,1,0.728813559322034,0.03663323433132264,1,1,3
227,3,1,0.576271186440678,0.03663323433132264,1,1,3
228,9,1,0.20338983050847464,0.03663323433132264,1,1,2
229,4,1,0.728813559322034,0.03663323433132264,1,1,2
230,3,1,0.5084745762711864,0.03663323433132264,1,1,2
231,4,1,0.13559322033898308,0.03663323433132264,1,1,1
232,4,1,0.20338983050847464,0.03663323433132264,1,1,1
233,4,1,0.3559322033898305,0.03663323433132264,1,1,2
234,2,2,0.6440677966101696,0.0028574187141385907,1,1,2
235,3,1,0.3559322033898305,0.0028574187141385907,1,1,1
236,3,2,0.4406779661016949,0.0028574187141385907,1,1,5
237,4,2,0.6610169491525424,0.0028574187141385907,1,1,1
238,2,2,0.6101694915254237,0.0028574187141385907,1,1,2
239,3,1,0.6949152542372881,0.0028574187141385907,1,1,2
240,3,1,0.11864406779661019,0.0028574187141385907,1,1,2
241,2,2,0.4406779661016949,0.0028574187141385907,1,1,3
242,3,2,0.4406779661016949,0.0028574187141385907,1,1,2
243,3,1,0.5932203389830508,0.0028574187141385907,1,1,2
244,3,1,0.6440677966101696,0.0020378935559805795,1,1,2
245,3,1,0.5423728813559323,0.0020378935559805795,1,1,2
246,3,1,0.6101694915254237,0.0020378935559805795,1,1,2
247,8,2,0.6610169491525424,0.0020378935559805795,1,1,2
248,3,1,0.6440677966101696,0.0020378935559805795,1,1,2
249,4,1,0.4067796610169491,0.018200814697660734,1,1,5
250,8,2,0.6440677966101696,0.018200814697660734,1,1,1
251,3,1,0.4067796610169491,0.018200814697660734,1,1,3
252,4,2,0.1864406779661017,0.018200814697660734,1,1,4
253,2,1,0.6271186440677967,0.018200814697660734,1,1,1
254,6,1,0.42372881355932207,0.018200814697660734,1,1,4
255,4,1,0.22033898305084748,0.018200814697660734,1,1,3
256,4,1,0.23728813559322032,0.018200814697660734,1,1,4
257,4,1,0.37288135593220345,0.018200814697660734,1,1,1
258,3,1,0.7118644067796609,0.002908567198764161,1,1,2
259,4,1,0.3220338983050847,0.002908567198764161,1,1,4
260,2,2,0.728813559322034,0.002908567198764161,1,1,1
261,3,1,0.25423728813559326,0.0014585938649404149,1,1,4
262,3,1,0.28813559322033905,0.0014585938649404149,1,0,4
263,3,1,0.576271186440678,0.0014585938649404149,1,0,2
264,6,2,0.5932203389830508,0.0014585938649404149,1,0,3
265,2,1,0.4067796610169491,0.0014585938649404149,1,0,3
266,3,2,0.33898305084745767,0.0014585938649404149,1,0,5
267,3,1,0.4745762711864407,0.016609464653523615,1,1,2
268,8,2,0.22033898305084748,0.016609464653523615,1,1,1
269,6,2,0.728813559322034,0.016609464653523615,1,1,2
270,2,2,0.42372881355932207,0.016609464653523615,1,1,2
271,2,1,0.6610169491525424,0.016609464653523615,1,1,2
272,5,1,0.3898305084745763,0.016609464653523615,1,1,4
273,3,1,0.6101694915254237,0.016609464653523615,1,1,2
274,3,2,0.6101694915254237,0.016609464653523615,1,1,2
275,2,2,0.25423728813559326,0.016609464653523615,1,1,8
276,3,1,0.42372881355932207,0.003003393041047521,1,1,1
277,6,1,0.1864406779661017,0.003003393041047521,1,1,3
278,4,1,0.3559322033898305,0.003003393041047521,1,1,3
279,5,2,0.5423728813559323,0.003003393041047521,1,1,2
280,4,2,0.28813559322033905,0.003003393041047521,1,1,2
281,4,1,0.42372881355932207,0.003003393041047521,1,1,3
282,3,1,0.5932203389830508,0.003003393041047521,1,1,1
283,4,2,0.728813559322034,0.003003393041047521,1,1,1
284,4,1,0.16949152542372886,0.003003393041047521,1,1,2
285,4,1,0.1016949152542373,0.003003393041047521,1,1,2
286,4,2,0.20338983050847464,0.003003393041047521,1,1,3
287,5,2,0.7457627118644068,0.003003393041047521,1,1,2
288,8,2,0.576271186440678,0.0007252740179490953,1,0,2
289,8,2,0.4745762711864407,0.0007252740179490953,1,0,1
290,3,1,0.576271186440678,0.0007252740179490953,0,0,2
291,3,1,0.576271186440678,0.0007252740179490953,0,0,2
292,2,2,0.6101694915254237,0.0007252740179490953,0,0,2
293,5,1,0.5593220338983051,0.0007252740179490953,1,0,2
294,3,1,0.576271186440678,0.0006379193026335148,1,0,1
295,3,2,0.576271186440678,0.0006379193026335148,1,0,1
296,3,1,0.3220338983050847,0.0006379193026335148,1,0,1
297,2,2,0.23728813559322032,0.0006379193026335148,1,0,3
298,2,1,0.6101694915254237,0.0006379193026335148,1,0,1
299,2,1,0.050847457627118675,0.0006379193026335148,1,0,3
300,2,2,0.5084745762711864,0.0006379193026335148,1,0,1
301,2,1,0.20338983050847464,0.0006379193026335148,1,0,2
302,3,1,0.6779661016949152,0.0002965462704134177,1,0,2
303,3,1,0.6101694915254237,0.0002965462704134177,1,1,3
304,3,1,0.728813559322034,0.0002965462704134177,1,1,2
305,9,2,0.13559322033898308,0.0002965462704134177,1,1,2
306,3,1,0.06779661016949157,0.0002965462704134177,1,0,4
307,3,2,0.01694915254237289,0.0002965462704134177,1,0,4
308,3,1,0.4745762711864407,0.0002965462704134177,1,1,4
309,3,1,0.15254237288135597,0.0002965462704134177,1,1,5
310,1,1,0.2711864406779661,0.0010246937987347358,1,0,3
311,4,2,0.5254237288135593,0.0010246937987347358,1,0,1
312,1,2,0.6101694915254237,0.0010246937987347358,1,0,1
313,2,1,0.6779661016949152,0.0010246937987347358,1,0,2
314,3,2,0.6440677966101696,0.0010246937987347358,1,0,1
315,9,1,0.49152542372881364,0.0010246937987347358,1,0,2
316,5,1,0.28813559322033905,0.0010246937987347358,1,0,3
317,3,1,0.5084745762711864,0.0009913610784169486,1,1,1
318,2,2,0.08474576271186446,0.0009913610784169486,1,1,3
319,3,1,0.3559322033898305,0.0009913610784169486,1,1,3
320,3,1,0.5593220338983051,0.0009913610784169486,1,1,2
321,3,2,0.2711864406779661,0.01646808794321024,1,1,3
322,8,2,0.2711864406779661,0.01646808794321024,1,1,2
323,4,2,0.3220338983050847,0.01646808794321024,1,1,5
324,3,1,0.45762711864406785,0.01646808794321024,1,1,4
325,4,1,0.37288135593220345,0.01646808794321024,1,1,4
326,9,2,0.5932203389830508,0.01646808794321024,1,1,1
327,3,1,0.28813559322033905,0.01646808794321024,1,1,3
328,4,2,0.5084745762711864,0.01646808794321024,1,1,1
329,6,1,0.20338983050847464,0.0021804196704428426,1,1,1
330,3,2,0.16949152542372886,0.0021804196704428426,1,1,4
331,2,1,0.3050847457627119,0.0021804196704428426,1,1,7
332,6,2,0.15254237288135597,0.0021804196704428426,1,1,2
333,3,2,0.3050847457627119,0.0021804196704428426,1,1,1
334,4,1,0.6779661016949152,0.0021804196704428426,1,1,2
335,2,2,0.5084745762711864,0.0021804196704428426,1,1,2
336,6,1,0.5593220338983051,0.0021804196704428426,1,1,4
337,3,1,0.25423728813559326,0.0021804196704428426,1,1,3
338,3,1,0.11864406779661019,0.0021804196704428426,1,1,3
339,4,2,0.6271186440677967,0.09586835184640281,1,1,2
340,8,1,0.5254237288135593,0.09586835184640281,1,1,1
341,2,1,0.5423728813559323,0.09586835184640281,1,1,7
342,4,1,0.15254237288135597,0.09586835184640281,1,1,2
343,8,1,0.7457627118644068,0.09586835184640281,1,1,1
344,5,2,0.33898305084745767,0.09586835184640281,1,1,2
345,3,1,0.3898305084745763,0.09586835184640281,1,1,3
346,4,2,0.576271186440678,0.09586835184640281,1,1,1
347,2,1,0.5423728813559323,0.09586835184640281,1,1,1
348,3,2,0.5084745762711864,0.09586835184640281,1,1,2
349,4,1,0.16949152542372886,0.09586835184640281,1,1,2
350,9,2,0.4406779661016949,0.09586835184640281,1,1,2
351,5,2,0.5084745762711864,0.09586835184640281,1,1,4
352,2,1,0.7118644067796609,0.09586835184640281,1,1,3
353,5,1,0.576271186440678,0.09586835184640281,1,1,1
354,4,1,0.11864406779661019,0.09586835184640281,1,1,2
355,4,1,0.5932203389830508,0.09586835184640281,1,1,2
356,3,2,0.42372881355932207,0.09586835184640281,1,1,3
357,4,2,0.23728813559322032,0.09586835184640281,1,1,2
358,4,2,0.5932203389830508,0.09586835184640281,1,1,1
359,8,2,0.49152542372881364,0.09586835184640281,1,1,1
360,4,1,0.5254237288135593,0.09586835184640281,1,1,2
361,8,2,0.5593220338983051,0.09586835184640281,1,1,2
362,4,2,0.49152542372881364,0.09586835184640281,1,1,3
363,9,1,0.49152542372881364,0.09586835184640281,1,1,1
364,9,2,0.49152542372881364,0.09586835184640281,1,1,3
365,9,1,0.16949152542372886,0.09586835184640281,1,1,2
366,4,1,0.16949152542372886,0.09586835184640281,1,1,4
367,4,2,0.11864406779661019,0.09586835184640281,1,1,3
368,5,1,0.6949152542372881,0.09586835184640281,1,1,3
369,7,2,0.5423728813559323,0.09586835184640281,1,1,2
370,3,1,0.1864406779661017,0.09586835184640281,1,1,1
371,7,2,0.728813559322034,0.09586835184640281,1,1,1
372,8,2,0.6440677966101696,0.09586835184640281,1,1,2
373,4,1,0.22033898305084748,0.09586835184640281,1,1,2
374,3,1,0.4745762711864407,0.0038074012431955273,1,1,2
375,2,1,0.11864406779661019,0.0038074012431955273,1,1,12
376,2,2,0.20338983050847464,0.0038074012431955273,1,1,4
377,8,2,0.5593220338983051,0.0038074012431955273,1,1,1
378,6,1,0.37288135593220345,0.0038074012431955273,1,1,5
379,4,1,0.45762711864406785,0.0038074012431955273,1,1,2
380,3,2,0.49152542372881364,0.008819378034426954,1,1,2
381,4,1,0.1016949152542373,0.008819378034426954,1,1,2
382,6,1,0.15254237288135597,0.008819378034426954,1,1,3
383,4,1,0.3050847457627119,0.008819378034426954,1,1,4
384,5,2,0.728813559322034,0.008819378034426954,1,1,1
385,4,2,0.4745762711864407,0.008819378034426954,1,1,4
386,3,1,0.6610169491525424,0.002329267507723996,1,1,1
387,3,1,0.37288135593220345,0.002329267507723996,0,0,1
388,4,1,0.11864406779661019,0.002329267507723996,1,1,3
389,4,1,0.49152542372881364,0.002329267507723996,1,1,3
390,5,2,0.728813559322034,0.002329267507723996,1,1,2
391,3,1,0.06779661016949157,0.002329267507723996,1,1,5
392,4,2,0.06779661016949157,0.0006752749374724143,1,1,2
393,3,1,0.6610169491525424,0.0006752749374724143,1,1,2
394,2,2,0.5423728813559323,0.0006752749374724143,0,0,2
395,4,2,0.28813559322033905,0.0006752749374724143,1,1,4
396,3,1,0.6271186440677967,0.0006752749374724143,1,1,1
397,3,1,0.6271186440677967,0.0006752749374724143,1,1,2
398,4,2,0.11864406779661019,0.0006752749374724143,1,1,3
399,4,2,0.4067796610169491,0.0006752749374724143,1,1,4
400,4,2,0.5593220338983051,0.0007017112328968663,1,1,4
401,3,1,0.6949152542372881,0.0007017112328968663,0,1,1
402,5,2,0.13559322033898308,0.0007017112328968663,1,1,5
403,2,2,0.01694915254237289,0.0007017112328968663,1,1,4
404,4,1,0.4745762711864407,0.0007017112328968663,1,1,2
405,2,2,0.6949152542372881,0.0004913702736501399,1,0,3
406,2,2,0.050847457627118675,0.0004913702736501399,1,0,4
407,2,1,0.6949152542372881,0.0004913702736501399,1,0,2
408,3,1,0.3559322033898305,0.0004913702736501399,0,0,4
409,3,2,0.42372881355932207,0.0004913702736501399,1,0,3
410,4,2,0.16949152542372886,0.0004913702736501399,1,0,4
411,4,2,0.16949152542372886,0.009676258827423864,1,1,2
412,3,1,0.5423728813559323,0.009676258827423864,1,1,1
413,4,2,0.4406779661016949,0.009676258827423864,1,1,2
414,8,2,0.576271186440678,0.009676258827423864,1,1,1
415,3,1,0.6949152542372881,0.009676258827423864,1,1,2
416,9,1,0.22033898305084748,0.009676258827423864,1,1,3
417,3,1,0.3898305084745763,0.009676258827423864,1,1,3
418,8,1,0.20338983050847464,0.009676258827423864,1,1,2
419,3,2,0.576271186440678,0.009676258827423864,1,1,2
420,4,2,0.23728813559322032,0.009676258827423864,1,1,3
421,4,1,0.728813559322034,0.009676258827423864,1,1,2
422,8,2,0.11864406779661019,0.009676258827423864,1,1,2
423,3,2,0.4745762711864407,0.009676258827423864,1,1,2
424,3,2,0.6779661016949152,0.009676258827423864,1,1,1
425,6,2,0.5593220338983051,0.009676258827423864,1,1,1
426,3,2,0.4745762711864407,0.0013373317272326025,1,1,3
427,4,1,0.49152542372881364,0.0013373317272326025,1,1,2
428,2,2,0.576271186440678,0.0013373317272326025,1,0,2
429,6,1,0.3220338983050847,0.0013373317272326025,1,1,3
430,3,2,0.050847457627118675,0.0013373317272326025,1,1,3
431,2,1,0.37288135593220345,0.0013373317272326025,1,1,2
432,3,1,0.37288135593220345,0.026731117588642047,1,1,2
433,8,2,0.42372881355932207,0.026731117588642047,1,1,2
434,4,2,0.20338983050847464,0.026731117588642047,1,1,4
435,3,1,0.728813559322034,0.026731117588642047,1,1,2
436,5,2,0.4745762711864407,0.026731117588642047,1,1,1
437,2,1,0.7118644067796609,0.026731117588642047,1,1,2
438,3,1,0.37288135593220345,0.026731117588642047,1,1,3
439,4,1,0.33898305084745767,0.026731117588642047,1,1,2
440,3,1,0.2711864406779661,0.026731117588642047,1,1,2
441,4,2,0.5423728813559323,0.026731117588642047,1,1,1
442,5,2,0.5932203389830508,0.026731117588642047,1,1,1
443,3,1,0.3898305084745763,0.026731117588642047,1,1,2
444,4,1,0.5254237288135593,0.026731117588642047,1,1,2
445,3,1,0.6610169491525424,0.0038367110489922027,1,1,2
446,4,2,0.3559322033898305,0.0038367110489922027,1,1,1
447,3,1,0.4067796610169491,0.0038367110489922027,1,1,2
448,8,1,0.4406779661016949,0.0038367110489922027,1,1,2
449,4,2,0.6101694915254237,0.0038367110489922027,1,1,3
450,8,2,0.6949152542372881,0.0038367110489922027,1,1,1
451,3,1,0.4406779661016949,0.0038367110489922027,1,1,1
452,3,2,0.6440677966101696,0.0038367110489922027,1,1,1
453,4,2,0.33898305084745767,0.0038367110489922027,1,1,3
454,8,2,0.6101694915254237,0.0038367110489922027,1,1,3
455,3,2,0.6101694915254237,0.0014442263130792995,1,1,1
456,2,2,0.728813559322034,0.0014442263130792995,1,1,1
457,3,1,0.7118644067796609,0.0014442263130792995,1,1,2
