,sorszam,telnev,iskola,egyutt,neme,dolg,htnetto,eletpalya,lakossag,relLakossag,train
82,140,szigetvar,5,1,2,1,200000.0,0.5254237288135593,10772.0,0.006190658725857609,0.38421814101459906
83,141,szigetvar,4,4,1,1,,0.5423728813559323,10772.0,0.006190658725857609,0.4870254133681645
84,142,szigetvar,3,2,2,1,225000.0,0.6440677966101696,10772.0,0.006190658725857609,0.07202392736117358
85,143,szigetvar,2,4,2,1,,0.3220338983050847,10772.0,0.006190658725857609,0.8515179886279046
86,144,szigetvar,3,1,2,1,78000.0,0.6610169491525424,10772.0,0.006190658725857609,0.5543920034994568
87,145,szigetvar,4,2,2,1,112000.0,0.4067796610169491,10772.0,0.006190658725857609,0.6328283628442726
88,147,szigetvar,8,1,2,1,,0.5254237288135593,10772.0,0.006190658725857609,0.23216949550497312
89,148,szigetvar,5,1,2,1,145000.0,0.5423728813559323,10772.0,0.006190658725857609,0.5829779909340437
90,149,versend,3,2,1,1,210000.0,0.6949152542372881,937.0,0.0005384930584968975,0.04097967980126915
91,151,versend,3,2,1,1,182000.0,0.6101694915254237,937.0,0.0005384930584968975,0.9005621841027108
92,155,versend,2,4,1,1,80000.0,0.15254237288135597,937.0,0.0005384930584968975,0.16951082273498885
93,156,versend,3,5,2,1,145000.0,0.4745762711864407,937.0,0.0005384930584968975,0.6873959532967412
94,157,versend,4,2,1,1,,0.4067796610169491,937.0,0.0005384930584968975,0.5252247728803777
95,158,versend,2,3,1,1,90000.0,0.23728813559322032,937.0,0.0005384930584968975,0.2739515863501989
96,159,versend,2,4,2,1,92000.0,0.25423728813559326,937.0,0.0005384930584968975,0.24370596692692847
97,160,baja,4,2,1,1,220000.0,0.6779661016949152,37330.0,0.021453517474588242,0.2921020568600091
98,161,baja,6,3,2,1,220000.0,0.050847457627118675,37330.0,0.021453517474588242,0.6581520499475961
99,162,baja,2,3,2,1,20000.0,0.576271186440678,37330.0,0.021453517474588242,0.9450035715060552
100,164,baja,3,2,1,1,170000.0,0.6949152542372881,37330.0,0.021453517474588242,0.09454536096972121
101,165,baja,5,3,2,1,180000.0,0.5932203389830508,37330.0,0.021453517474588242,0.6641407316642487
102,167,baja,8,3,2,1,230000.0,0.42372881355932207,37330.0,0.021453517474588242,0.5116847343005934
103,170,baja,4,2,2,1,300000.0,0.3559322033898305,37330.0,0.021453517474588242,0.7296513565870866
104,171,baja,6,3,1,1,250000.0,0.576271186440678,37330.0,0.021453517474588242,0.890840422142463
105,172,baja,6,1,2,1,100000.0,0.2711864406779661,37330.0,0.021453517474588242,0.8457153813723155
106,173,baja,8,2,2,1,140000.0,0.37288135593220345,37330.0,0.021453517474588242,0.6333477681116881
107,174,baja,8,4,2,1,300000.0,0.4406779661016949,37330.0,0.021453517474588242,0.7658534171894896
108,175,baja,4,2,1,1,180000.0,0.08474576271186446,37330.0,0.021453517474588242,0.3457305897872526
109,178,baja,3,3,1,1,300000.0,0.5084745762711864,37330.0,0.021453517474588242,0.3137681485500795
110,181,kalocsa,3,1,1,1,130000.0,0.7966101694915253,16959.0,0.009746322069422502,0.522739745783633
111,184,kalocsa,4,2,2,1,,0.6949152542372881,16959.0,0.009746322069422502,0.1394173483765504
112,187,kalocsa,4,3,1,1,,0.6101694915254237,16959.0,0.009746322069422502,0.40153555986817835
113,188,kalocsa,3,2,1,1,,0.6949152542372881,16959.0,0.009746322069422502,0.9903620751821578
114,193,kalocsa,6,1,2,1,,0.6949152542372881,16959.0,0.009746322069422502,0.4076280483294975
115,198,kecel,5,5,1,1,,0.25423728813559326,8687.0,0.004992411098359176,0.9270597233449278
116,210,kecel,2,2,1,1,110000.0,0.03389830508474578,8687.0,0.004992411098359176,0.8608505257879571
117,211,kecel,3,1,2,1,,0.5593220338983051,8687.0,0.004992411098359176,0.018403029182875175
118,213,kecel,4,1,2,0,,0.6440677966101696,8687.0,0.004992411098359176,0.2772852012716239
119,214,kecel,2,11,1,0,,0.49152542372881364,8687.0,0.004992411098359176,0.18076860063683287
120,215,kecel,3,2,1,1,150000.0,0.2711864406779661,8687.0,0.004992411098359176,0.6088735977965813
121,216,kecel,4,5,2,1,,0.16949152542372886,8687.0,0.004992411098359176,0.19708817436891835
122,218,kecskemet,3,2,1,1,,0.6610169491525424,114226.0,0.06564557961565273,0.07724272076411176
123,221,kecskemet,4,2,1,1,,0.6610169491525424,114226.0,0.06564557961565273,0.861872947689817
124,222,kecskemet,4,2,1,1,345000.0,0.6440677966101696,114226.0,0.06564557961565273,0.5604906292576427
125,223,kecskemet,8,1,2,1,,0.11864406779661019,114226.0,0.06564557961565273,0.3698493146155214
126,224,kecskemet,8,3,1,1,,0.20338983050847464,114226.0,0.06564557961565273,0.9437393063901746
127,225,kecskemet,6,5,2,1,,0.3898305084745763,114226.0,0.06564557961565273,0.7072878650414273
128,226,kecskemet,6,2,2,1,345000.0,0.08474576271186446,114226.0,0.06564557961565273,0.7039170643221236
129,227,kecskemet,3,1,1,1,205000.0,0.6101694915254237,114226.0,0.06564557961565273,0.30866021609559424
130,228,kecskemet,3,2,1,1,,0.5593220338983051,114226.0,0.06564557961565273,0.0014545995935236755
131,229,kecskemet,6,2,2,1,,0.5932203389830508,114226.0,0.06564557961565273,0.0015931627294059059
132,230,kecskemet,8,3,1,1,,0.37288135593220345,114226.0,0.06564557961565273,0.8163214995913388
133,231,kecskemet,7,4,2,1,,0.37288135593220345,114226.0,0.06564557961565273,0.9231844659133754
134,232,kecskemet,7,2,2,1,,0.23728813559322032,114226.0,0.06564557961565273,0.8274532899285179
135,233,kecskemet,8,2,2,1,,0.576271186440678,114226.0,0.06564557961565273,0.3254312428959387
136,234,kecskemet,3,2,1,1,,0.6440677966101696,114226.0,0.06564557961565273,0.8765828406252152
137,235,kecskemet,3,2,1,1,,0.6271186440677967,114226.0,0.06564557961565273,0.6970131904024595
138,236,kecskemet,3,2,1,1,,0.5932203389830508,114226.0,0.06564557961565273,0.5093269277244771
139,237,kecskemet,3,2,1,1,,0.576271186440678,114226.0,0.06564557961565273,0.03571341278458229
140,240,kecskemet,5,1,2,1,150000.0,0.5423728813559323,114226.0,0.06564557961565273,0.6973242695956572
141,241,kecskemet,5,1,2,1,150000.0,0.33898305084745767,114226.0,0.06564557961565273,0.7780663942957107
142,244,kecskemet,3,1,2,1,150000.0,0.15254237288135597,114226.0,0.06564557961565273,0.49017863305636555
143,245,kecskemet,3,1,2,1,,0.23728813559322032,114226.0,0.06564557961565273,0.26515112250232953
144,246,kecskemet,8,1,2,1,,0.6610169491525424,114226.0,0.06564557961565273,0.5352861262661742
145,250,kecskemet,8,1,2,1,17000.0,0.16949152542372886,114226.0,0.06564557961565273,0.5429146262844877
146,251,kecskemet,8,2,1,1,450000.0,0.3220338983050847,114226.0,0.06564557961565273,0.2590897581040197
147,253,kecskemet,5,6,1,1,400000.0,0.37288135593220345,114226.0,0.06564557961565273,0.4822847409193881
148,256,kecskemet,8,2,2,1,370000.0,0.11864406779661019,114226.0,0.06564557961565273,0.14732060324408702
149,257,kecskemet,5,1,2,1,160000.0,0.6101694915254237,114226.0,0.06564557961565273,0.47264271671751656
150,258,kecskemet,3,3,2,1,180000.0,0.22033898305084748,114226.0,0.06564557961565273,0.18852923458967152
151,259,kecskemet,2,3,1,1,250000.0,0.22033898305084748,114226.0,0.06564557961565273,0.5769708991053288
152,260,kecskemet,2,2,2,1,,0.4745762711864407,114226.0,0.06564557961565273,0.9526798212498978
153,262,kiskoros,6,2,2,1,200000.0,0.5932203389830508,14259.0,0.008194634494244676,0.7373884036752641
154,263,kiskoros,3,2,1,1,195000.0,0.6271186440677967,14259.0,0.008194634494244676,0.5599570907637357
155,264,kiskoros,6,4,1,1,220000.0,0.7796610169491525,14259.0,0.008194634494244676,0.1879446745839466
156,267,kiskoros,4,2,1,1,145000.0,0.728813559322034,14259.0,0.008194634494244676,0.22503960453827676
157,268,kiskoros,3,1,2,1,68700.0,0.49152542372881364,14259.0,0.008194634494244676,0.4255809674944744
158,270,kiskoros,4,1,1,1,135000.0,0.7457627118644068,14259.0,0.008194634494244676,0.3431640594056311
159,271,kiskoros,2,2,2,1,160000.0,0.7627118644067796,14259.0,0.008194634494244676,0.37482098491647065
160,272,kiskoros,3,2,1,1,180000.0,0.7627118644067796,14259.0,0.008194634494244676,0.2723391487359058
161,273,kiskoros,6,1,1,1,186000.0,0.4067796610169491,14259.0,0.008194634494244676,0.11196952760598633
162,274,kiskoros,3,2,2,1,190000.0,0.4406779661016949,14259.0,0.008194634494244676,0.4637264064229314
163,275,kiskoros,3,4,2,1,320000.0,0.5932203389830508,14259.0,0.008194634494244676,0.3081757774993201
164,277,kiskoros,3,4,1,1,280000.0,0.5254237288135593,14259.0,0.008194634494244676,0.4715329253393452
165,278,kiskoros,4,2,2,1,210000.0,0.728813559322034,14259.0,0.008194634494244676,0.8319606671193955
166,279,kiskoros,4,2,1,1,260000.0,0.5254237288135593,14259.0,0.008194634494244676,0.12809166577045317
167,282,kiskunfelegyhaza,3,5,1,1,240000.0,0.5423728813559323,29972.0,0.017224881482677708,0.4328549125493918
168,284,kiskunfelegyhaza,3,1,1,1,120000.0,0.050847457627118675,29972.0,0.017224881482677708,0.660078005545602
169,288,kiskunfelegyhaza,2,3,2,1,210000.0,0.4745762711864407,29972.0,0.017224881482677708,0.9241562415947521
170,294,kiskunfelegyhaza,3,3,1,1,195000.0,0.49152542372881364,29972.0,0.017224881482677708,0.8949711405314852
171,296,kiskunfelegyhaza,3,3,2,0,220000.0,0.5423728813559323,29972.0,0.017224881482677708,0.4965414092923107
172,298,kiskunfelegyhaza,2,3,1,1,260000.0,0.42372881355932207,29972.0,0.017224881482677708,0.2502697560155567
173,299,miske,3,2,1,1,,0.33898305084745767,1656.0,0.0009517017127757334,0.7913105804083578
174,305,miske,3,2,1,1,,0.5423728813559323,1656.0,0.0009517017127757334,0.30767337691676944
175,311,miske,3,4,1,1,,0.25423728813559326,1656.0,0.0009517017127757334,0.3754025164584647
176,312,miske,3,1,1,1,150000.0,0.6440677966101696,1656.0,0.0009517017127757334,0.10759995001893641
177,318,orgovany,2,2,1,1,,0.20338983050847464,3255.0,0.0018706455767421573,0.5247461402732794
178,321,orgovany,4,2,2,1,,0.4406779661016949,3255.0,0.0018706455767421573,0.8668007080712048
179,322,orgovany,3,2,2,1,,0.6101694915254237,3255.0,0.0018706455767421573,0.14080889315051004
180,323,orgovany,3,2,1,1,,0.5423728813559323,3255.0,0.0018706455767421573,0.5156996649950834
181,324,orgovany,2,1,2,1,,0.6440677966101696,3255.0,0.0018706455767421573,0.8518537437148304
182,325,orgovany,3,1,2,1,,0.5932203389830508,3255.0,0.0018706455767421573,0.7091464907481377
183,327,pirto,6,3,2,1,,0.45762711864406785,941.0,0.0005407918549045684,0.6097146162724749
184,328,pirto,3,3,2,1,,0.5423728813559323,941.0,0.0005407918549045684,0.5852856677108543
185,331,pirto,4,1,2,1,,0.5423728813559323,941.0,0.0005407918549045684,0.32953275240534774
186,334,pirto,2,2,2,1,,0.6440677966101696,941.0,0.0005407918549045684,0.6048501702939377
187,337,pirto,5,2,2,1,,0.42372881355932207,941.0,0.0005407918549045684,0.08554668760679662
188,339,pirto,4,1,2,1,,0.6440677966101696,941.0,0.0005407918549045684,0.675898398406312
189,340,pirto,6,3,2,1,,0.3050847457627119,941.0,0.0005407918549045684,0.5083248873250233
190,341,szeremle,4,1,2,1,90000.0,0.5423728813559323,1413.0,0.000812049831009729,0.9308225779078799
191,342,szeremle,3,2,1,1,200000.0,0.7118644067796609,1413.0,0.000812049831009729,0.3611827203424194
192,343,szeremle,3,2,1,1,170000.0,0.6610169491525424,1413.0,0.000812049831009729,0.27391316148914113
193,346,szeremle,3,2,2,1,180000.0,0.576271186440678,1413.0,0.000812049831009729,0.19390309977132014
194,347,szeremle,3,1,2,1,120000.0,0.7118644067796609,1413.0,0.000812049831009729,0.6053250504634052
195,348,szeremle,2,4,1,1,200000.0,0.3050847457627119,1413.0,0.000812049831009729,0.42585824100273606
196,350,szeremle,3,2,1,1,170000.0,0.5593220338983051,1413.0,0.000812049831009729,0.6142718586498095
197,351,szeremle,4,2,2,1,150000.0,0.37288135593220345,1413.0,0.000812049831009729,0.993135275304157
198,352,szeremle,3,2,2,1,200000.0,0.6610169491525424,1413.0,0.000812049831009729,0.8147164048908985
199,353,szeremle,3,2,1,1,150000.0,0.6949152542372881,1413.0,0.000812049831009729,0.04580040393406515
200,354,szeremle,3,4,1,1,250000.0,0.576271186440678,1413.0,0.000812049831009729,0.680837069821137
201,356,tass,3,3,1,1,250000.0,0.06779661016949157,2906.0,0.0016700755901728752,0.5106021898855918
202,358,tass,3,1,2,1,100000.0,0.6101694915254237,2906.0,0.0016700755901728752,0.835807948440174
203,359,tass,3,3,1,1,,0.2711864406779661,2906.0,0.0016700755901728752,0.724961393067754
204,360,tass,2,4,1,1,,0.37288135593220345,2906.0,0.0016700755901728752,0.7754853697379435
205,362,tass,2,3,2,1,110000.0,0.3898305084745763,2906.0,0.0016700755901728752,0.3290388341260798
206,365,tass,3,5,1,1,,0.20338983050847464,2906.0,0.0016700755901728752,0.1314645917414864
207,366,tass,8,3,2,1,,0.7627118644067796,2906.0,0.0016700755901728752,0.08558352584407858
208,369,bekes,5,2,2,1,,0.13559322033898308,19763.0,0.011357778351199771,0.7671325338585899
209,370,bekes,4,2,2,1,210000.0,0.49152542372881364,19763.0,0.011357778351199771,0.843137132464736
210,373,bekes,4,4,2,1,300000.0,0.4067796610169491,19763.0,0.011357778351199771,0.11486640929408942
211,374,bekes,3,4,1,1,,0.42372881355932207,19763.0,0.011357778351199771,0.6718906598057763
212,376,bekes,3,1,1,1,,0.4067796610169491,19763.0,0.011357778351199771,0.9805206049025061
213,377,bekes,3,3,1,1,200000.0,0.08474576271186446,19763.0,0.011357778351199771,0.8934572395026459
214,378,bekes,3,4,1,1,190000.0,0.5423728813559323,19763.0,0.011357778351199771,0.10241741422845507
215,379,bekes,3,4,1,1,,0.49152542372881364,19763.0,0.011357778351199771,0.393390919685908
216,380,bekes,3,5,1,1,,0.08474576271186446,19763.0,0.011357778351199771,0.03166486043816852
217,383,bekes,3,2,1,1,,0.5084745762711864,19763.0,0.011357778351199771,0.8338668658190277
218,386,bekescsaba,3,2,1,1,180000.0,0.49152542372881364,63752.0,0.03663821714545807,0.13857830368853374
219,387,bekescsaba,4,2,1,1,260000.0,0.5254237288135593,63752.0,0.03663821714545807,0.737984102346188
220,388,bekescsaba,4,2,2,1,180000.0,0.1864406779661017,63752.0,0.03663821714545807,0.9646399326480913
221,390,bekescsaba,3,2,2,1,220000.0,0.3898305084745763,63752.0,0.03663821714545807,0.5871519723106103
222,391,bekescsaba,3,2,1,1,270000.0,0.7457627118644068,63752.0,0.03663821714545807,0.34375649507509376
223,392,bekescsaba,9,4,2,1,450000.0,0.15254237288135597,63752.0,0.03663821714545807,0.28630408629037885
224,396,bekescsaba,4,7,1,1,500000.0,0.4406779661016949,63752.0,0.03663821714545807,0.7801502950843207
225,397,bekescsaba,3,2,1,1,280000.0,0.6271186440677967,63752.0,0.03663821714545807,0.47355091706957064
226,399,bekescsaba,3,3,1,1,300000.0,0.728813559322034,63752.0,0.03663821714545807,0.18644169353302076
227,400,bekescsaba,3,3,1,1,350000.0,0.576271186440678,63752.0,0.03663821714545807,0.5016155430046058
228,401,bekescsaba,9,2,1,1,400000.0,0.20338983050847464,63752.0,0.03663821714545807,0.14938604646314912
229,402,bekescsaba,4,2,1,1,350000.0,0.728813559322034,63752.0,0.03663821714545807,0.5653794507645676
230,405,bekescsaba,3,2,1,1,290000.0,0.5084745762711864,63752.0,0.03663821714545807,0.25542112507247494
231,406,bekescsaba,4,1,1,1,200000.0,0.13559322033898308,63752.0,0.03663821714545807,0.6817274703498677
232,407,bekescsaba,4,1,1,1,250000.0,0.20338983050847464,63752.0,0.03663821714545807,0.42198539327544005
233,408,bekescsaba,4,2,1,1,320000.0,0.3559322033898305,63752.0,0.03663821714545807,0.4802371085851129
234,411,csorvas,2,2,2,1,100000.0,0.6440677966101696,4981.0,0.0028625762266521306,0.849462158324838
235,413,csorvas,3,1,1,1,100000.0,0.3559322033898305,4981.0,0.0028625762266521306,0.44020435590407114
236,416,csorvas,3,5,2,1,,0.4406779661016949,4981.0,0.0028625762266521306,0.6064303832872674
237,417,csorvas,4,1,2,1,52000.0,0.6610169491525424,4981.0,0.0028625762266521306,0.41851429194795453
238,418,csorvas,2,2,2,1,175000.0,0.6101694915254237,4981.0,0.0028625762266521306,0.3991604507549218
239,419,csorvas,3,2,1,1,220000.0,0.6949152542372881,4981.0,0.0028625762266521306,0.10971748850791219
240,422,csorvas,3,2,1,1,,0.11864406779661019,4981.0,0.0028625762266521306,0.8143649551732263
241,423,csorvas,2,3,2,1,,0.4406779661016949,4981.0,0.0028625762266521306,0.9335242122389976
242,424,csorvas,3,2,2,1,,0.4406779661016949,4981.0,0.0028625762266521306,0.588904417531159
243,425,csorvas,3,2,1,1,170000.0,0.5932203389830508,4981.0,0.0028625762266521306,0.9805543221951122
244,431,gadoros,3,2,1,1,180000.0,0.6440677966101696,3555.0,0.002043055307317471,0.12817454300868347
245,432,gadoros,3,2,1,1,200000.0,0.5423728813559323,3555.0,0.002043055307317471,0.8941684339753865
246,435,gadoros,3,2,1,1,185000.0,0.6101694915254237,3555.0,0.002043055307317471,0.29782144350890005
247,436,gadoros,8,2,2,1,,0.6610169491525424,3555.0,0.002043055307317471,0.16468813027712959
248,437,gadoros,3,2,1,1,190000.0,0.6440677966101696,3555.0,0.002043055307317471,0.49253388810100973
249,440,gyula,4,5,1,1,,0.4067796610169491,31679.0,0.018205892849651243,0.8412607717658503
250,441,gyula,8,1,2,1,,0.6440677966101696,31679.0,0.018205892849651243,0.8756999297107264
251,443,gyula,3,3,1,1,,0.4067796610169491,31679.0,0.018205892849651243,0.9335327734739949
252,445,gyula,4,4,2,1,,0.1864406779661017,31679.0,0.018205892849651243,0.5652564774793154
253,447,gyula,2,1,1,1,,0.6271186440677967,31679.0,0.018205892849651243,0.17296739174487696
254,450,gyula,6,4,1,1,,0.42372881355932207,31679.0,0.018205892849651243,0.768107048054728
255,451,gyula,4,3,1,1,,0.22033898305084748,31679.0,0.018205892849651243,0.5205483285095653
256,452,gyula,4,4,1,1,,0.23728813559322032,31679.0,0.018205892849651243,0.17160056339865803
257,455,gyula,4,1,1,1,130000.0,0.37288135593220345,31679.0,0.018205892849651243,0.48516595089143943
258,456,nagyszenas,3,2,1,1,250000.0,0.7118644067796609,5070.0,0.002913724446722807,0.48305194179362276
259,462,nagyszenas,4,4,1,1,160000.0,0.3220338983050847,5070.0,0.002913724446722807,0.6287113319971132
260,467,nagyszenas,2,1,2,1,60000.0,0.728813559322034,5070.0,0.002913724446722807,0.23146001827408602
