,sorszam,telnev,iskola,egyutt,neme,dolg,htnetto,eletpalya,lakossag,relLakossag,train
571,1054,sarbogard,2,3,2,0,,0.050847457627118675,12448.0,0.0071538544206716966,0.7103880955297268
572,1055,sarbogard,3,3,1,1,,0.7966101694915253,12448.0,0.0071538544206716966,0.6157105137425567
573,1058,sarbogard,3,1,1,0,,0.6779661016949152,12448.0,0.0071538544206716966,0.6123112537896608
574,1060,sarbogard,3,4,1,1,,0.4067796610169491,12448.0,0.0071538544206716966,0.9505322627763692
575,1061,sarbogard,5,2,2,1,,0.6101694915254237,12448.0,0.0071538544206716966,0.4003336470378436
576,1063,sarkeszi,3,2,1,1,,0.7627118644067796,611.0,0.0003511411512717229,0.0741239274585761
577,1067,sarkeszi,8,2,1,1,,0.576271186440678,611.0,0.0003511411512717229,0.1966401676933185
578,1068,sarkeszi,3,1,1,1,110000.0,0.6101694915254237,611.0,0.0003511411512717229,0.12503624366648658
579,1070,sarkeszi,4,2,1,1,,0.5932203389830508,611.0,0.0003511411512717229,0.4323511004150069
580,1071,sarkeszi,2,1,1,0,,0.3050847457627119,611.0,0.0003511411512717229,0.37930856095329857
581,1073,sarkeszi,2,3,2,1,,0.6271186440677967,611.0,0.0003511411512717229,0.3258290735497741
582,1074,sarkeszi,3,2,1,1,,0.6271186440677967,611.0,0.0003511411512717229,0.9577703055024813
583,1075,sarkeszi,5,2,1,1,,0.7457627118644068,611.0,0.0003511411512717229,0.7029113741680894
584,1076,sarkeszi,4,1,2,1,110000.0,0.576271186440678,611.0,0.0003511411512717229,0.3003114613605996
585,1078,szekesfehervar,3,4,2,1,160000.0,0.1864406779661017,101722.0,0.05845954204527365,0.06158775196735333
586,1079,szekesfehervar,3,1,1,1,95000.0,0.8644067796610169,101722.0,0.05845954204527365,0.48229068233009253
587,1082,szekesfehervar,4,3,1,1,260000.0,0.5084745762711864,101722.0,0.05845954204527365,0.9971263540934694
588,1085,szekesfehervar,3,2,1,1,220000.0,0.1864406779661017,101722.0,0.05845954204527365,0.714400246808872
589,1086,szekesfehervar,4,3,1,1,,0.25423728813559326,101722.0,0.05845954204527365,0.39277799046864226
590,1087,szekesfehervar,3,2,1,1,210000.0,0.5084745762711864,101722.0,0.05845954204527365,0.42044955246941373
591,1089,szekesfehervar,4,3,2,1,310000.0,0.6271186440677967,101722.0,0.05845954204527365,0.2921076149977666
592,1090,szekesfehervar,4,4,2,1,280000.0,0.25423728813559326,101722.0,0.05845954204527365,0.5411753511097018
593,1091,szekesfehervar,3,2,1,1,195000.0,0.4745762711864407,101722.0,0.05845954204527365,0.8110533118138441
594,1092,szekesfehervar,3,2,1,1,,0.4067796610169491,101722.0,0.05845954204527365,0.10432855281189868
595,1096,szekesfehervar,4,3,2,1,250000.0,0.4406779661016949,101722.0,0.05845954204527365,0.2430130237408985
596,1097,szekesfehervar,4,3,1,1,300000.0,0.3898305084745763,101722.0,0.05845954204527365,0.4620322518469372
597,1098,szekesfehervar,3,1,1,1,135000.0,0.728813559322034,101722.0,0.05845954204527365,0.8998478453741904
598,1099,szekesfehervar,3,2,1,1,,0.6949152542372881,101722.0,0.05845954204527365,0.108093804866639
599,1101,szekesfehervar,4,4,2,1,,0.42372881355932207,101722.0,0.05845954204527365,0.18412770758058294
600,1103,szekesfehervar,3,2,1,1,240000.0,0.050847457627118675,101722.0,0.05845954204527365,0.06106375270417186
601,1107,szekesfehervar,4,2,2,1,340000.0,0.3050847457627119,101722.0,0.05845954204527365,0.7172777439000079
602,1109,szekesfehervar,4,2,1,1,300000.0,0.6101694915254237,101722.0,0.05845954204527365,0.6529728794485324
603,1110,szekesfehervar,2,2,2,0,180000.0,0.5932203389830508,101722.0,0.05845954204527365,0.2960079417067647
604,1111,szekesfehervar,2,1,2,0,100000.0,0.6779661016949152,101722.0,0.05845954204527365,0.07128030540002017
605,1112,szekesfehervar,3,2,1,1,270000.0,0.7118644067796609,101722.0,0.05845954204527365,0.5142761661281442
606,1115,szekesfehervar,3,3,1,1,300000.0,0.3559322033898305,101722.0,0.05845954204527365,0.8455497373451637
607,1116,szekesfehervar,2,1,1,0,65000.0,0.6779661016949152,101722.0,0.05845954204527365,0.43658186935657795
608,1118,vertesacsa,4,2,2,1,,0.49152542372881364,1745.0,0.00100284993284641,0.4543520549975526
609,1121,vertesacsa,3,2,1,1,,0.23728813559322032,1745.0,0.00100284993284641,0.815405595189224
610,1124,vertesacsa,4,3,2,1,,0.23728813559322032,1745.0,0.00100284993284641,0.7770463591573417
611,1125,vertesacsa,3,3,2,1,,0.6101694915254237,1745.0,0.00100284993284641,0.09707289485113313
612,1127,vertesacsa,8,1,2,1,,0.6101694915254237,1745.0,0.00100284993284641,0.3243915313124941
613,1128,vertesacsa,3,2,2,1,,0.28813559322033905,1745.0,0.00100284993284641,0.009402833551111711
614,1130,vertesacsa,3,2,1,1,300000.0,0.37288135593220345,1745.0,0.00100284993284641,0.6844553538593259
615,1131,vertesacsa,3,6,2,1,,0.49152542372881364,1745.0,0.00100284993284641,0.34944423383882584
616,1141,bezenye,3,2,1,1,,0.7118644067796609,1393.0,0.0008005558489713749,0.7757688483247283
617,1142,bezenye,3,2,1,1,,0.6610169491525424,1393.0,0.0008005558489713749,0.1924838510575555
618,1143,bezenye,2,3,2,1,,0.5084745762711864,1393.0,0.0008005558489713749,0.5521248721150559
619,1152,dunaszentpal,3,3,2,1,357000.0,0.576271186440678,739.0,0.00042470263631719024,0.4791722494869798
620,1153,dunaszentpal,4,5,2,1,,0.37288135593220345,739.0,0.00042470263631719024,0.3713169121945955
621,1155,dunaszentpal,3,2,2,1,298000.0,0.6271186440677967,739.0,0.00042470263631719024,0.5474359464521428
622,1158,dunaszentpal,3,2,1,1,23500.0,0.7457627118644068,739.0,0.00042470263631719024,0.12982756147166719
623,1159,dunaszentpal,5,5,2,0,,0.22033898305084748,739.0,0.00042470263631719024,0.057213238593389004
624,1160,dunaszentpal,6,3,1,1,,0.5084745762711864,739.0,0.00042470263631719024,0.9837541368294906
625,1161,dunaszentpal,4,2,2,1,,0.6949152542372881,739.0,0.00042470263631719024,0.3583876900943046
626,1162,dunaszentpal,7,2,2,1,390000.0,0.728813559322034,739.0,0.00042470263631719024,0.9537984139983039
627,1165,gyor,8,2,1,1,,0.7796610169491525,131564.0,0.07560971264470205,0.05848858023256476
628,1166,gyor,3,2,1,1,250000.0,0.16949152542372886,131564.0,0.07560971264470205,0.18745579139681223
629,1167,gyor,3,2,2,1,345000.0,0.6949152542372881,131564.0,0.07560971264470205,0.313481112569054
630,1169,gyor,5,3,2,1,,0.3050847457627119,131564.0,0.07560971264470205,0.4721819648705249
631,1173,gyor,3,3,1,1,,0.728813559322034,131564.0,0.07560971264470205,0.9047415377214414
632,1176,gyor,3,4,2,1,275000.0,0.3220338983050847,131564.0,0.07560971264470205,0.9508845082122733
633,1178,gyor,3,4,2,1,,0.25423728813559326,131564.0,0.07560971264470205,0.04177102742161076
634,1181,gyor,4,1,2,1,151000.0,0.6949152542372881,131564.0,0.07560971264470205,0.5832440664058661
635,1183,gyor,3,4,1,1,200000.0,0.23728813559322032,131564.0,0.07560971264470205,0.39036168704067
636,1184,gyor,3,5,1,1,230000.0,0.3559322033898305,131564.0,0.07560971264470205,0.1508756236879769
637,1185,gyor,3,4,2,1,200000.0,0.3050847457627119,131564.0,0.07560971264470205,0.14763255585264656
638,1187,gyor,2,2,2,1,190000.0,0.25423728813559326,131564.0,0.07560971264470205,0.053614766810349046
639,1189,gyor,3,4,1,1,200000.0,0.3220338983050847,131564.0,0.07560971264470205,0.13089215734840998
640,1190,gyor,3,3,1,1,300000.0,0.6101694915254237,131564.0,0.07560971264470205,0.6503171864594044
641,1192,gyor,2,2,2,1,120000.0,0.22033898305084748,131564.0,0.07560971264470205,0.2816796707750503
642,1193,gyor,3,3,1,1,200000.0,0.4406779661016949,131564.0,0.07560971264470205,0.19668763008508316
643,1196,gyor,3,2,1,1,210000.0,0.33898305084745767,131564.0,0.07560971264470205,0.36981463962968175
644,1197,gyor,8,2,2,1,300000.0,0.33898305084745767,131564.0,0.07560971264470205,0.9829294030182517
645,1198,gyor,2,1,2,1,100000.0,0.576271186440678,131564.0,0.07560971264470205,0.35876910764329695
646,1199,gyor,3,1,1,1,120000.0,0.6101694915254237,131564.0,0.07560971264470205,0.9944280507125381
647,1200,gyor,2,2,2,1,80000.0,0.5084745762711864,131564.0,0.07560971264470205,0.6396662087281563
648,1202,gyor,8,2,1,1,200000.0,0.6949152542372881,131564.0,0.07560971264470205,0.25576271053538224
649,1205,gyor,3,2,1,1,282000.0,0.7627118644067796,131564.0,0.07560971264470205,0.49108261448412527
650,1210,gyor,6,4,1,1,,0.45762711864406785,131564.0,0.07560971264470205,0.18415046852004824
651,1212,gyor,4,3,2,1,,0.1016949152542373,131564.0,0.07560971264470205,0.2543565742006946
652,1213,gyor,2,3,1,1,,0.45762711864406785,131564.0,0.07560971264470205,0.7612024504233157
653,1215,gyor,3,2,1,1,310000.0,0.1016949152542373,131564.0,0.07560971264470205,0.938361412254767
654,1216,hegyeshalom,3,5,2,1,,0.0,3479.0,0.001999378175571725,0.5486108326480111
655,1220,hegyeshalom,4,2,1,1,320000.0,0.22033898305084748,3479.0,0.001999378175571725,0.6139983026236645
656,1228,hegyeshalom,6,4,1,1,,0.4745762711864407,3479.0,0.001999378175571725,0.6514446373005256
657,1229,hegyeshalom,3,3,1,1,,0.08474576271186446,3479.0,0.001999378175571725,0.013453913690800179
658,1231,kapuvar,3,2,1,1,200000.0,0.728813559322034,10353.0,0.005949859802154087,0.3322588863512055
659,1234,kapuvar,5,2,2,1,210000.0,0.5593220338983051,10353.0,0.005949859802154087,0.3287065754576146
660,1235,kapuvar,3,4,1,1,200000.0,0.22033898305084748,10353.0,0.005949859802154087,0.5973096634567714
661,1236,kapuvar,4,2,1,1,210000.0,0.5593220338983051,10353.0,0.005949859802154087,0.9764218675024459
662,1237,kapuvar,3,3,1,1,230000.0,0.3559322033898305,10353.0,0.005949859802154087,0.3595987329108674
663,1239,kapuvar,5,2,2,1,300000.0,0.15254237288135597,10353.0,0.005949859802154087,0.12143495660476245
664,1240,kapuvar,5,1,2,1,180000.0,0.728813559322034,10353.0,0.005949859802154087,0.054439594425072735
665,1241,kapuvar,8,1,2,1,200000.0,0.2711864406779661,10353.0,0.005949859802154087,0.8061919126075375
666,1243,kapuvar,3,3,1,1,260000.0,0.5423728813559323,10353.0,0.005949859802154087,0.36118016077633897
667,1246,kapuvar,8,3,1,1,300000.0,0.49152542372881364,10353.0,0.005949859802154087,0.891579684629461
668,1247,kapuvar,3,2,1,1,210000.0,0.7118644067796609,10353.0,0.005949859802154087,0.31882696316795656
669,1248,kapuvar,3,2,1,1,300000.0,0.6610169491525424,10353.0,0.005949859802154087,0.6248608465238009
670,1249,kapuvar,3,4,1,1,310000.0,0.2711864406779661,10353.0,0.005949859802154087,0.5972264480170231
671,1250,mosonmagyarovar,4,3,1,1,300000.0,0.28813559322033905,32720.0,0.018804154614747583,0.8120295016412572
672,1253,mosonmagyarovar,4,5,1,1,450000.0,0.5254237288135593,32720.0,0.018804154614747583,0.8930199948501423
673,1254,mosonmagyarovar,4,3,2,1,250000.0,0.28813559322033905,32720.0,0.018804154614747583,0.7876524349179622
674,1255,mosonmagyarovar,1,1,2,0,,0.7796610169491525,32720.0,0.018804154614747583,0.495568962332143
675,1256,mosonmagyarovar,3,4,1,1,,0.7627118644067796,32720.0,0.018804154614747583,0.2042625979861017
676,1258,mosonmagyarovar,4,2,2,1,220000.0,0.33898305084745767,32720.0,0.018804154614747583,0.7971051441319453
677,1259,mosonmagyarovar,2,1,1,1,220000.0,0.45762711864406785,32720.0,0.018804154614747583,0.00806384977355079
678,1260,mosonmagyarovar,1,2,1,1,100000.0,0.3220338983050847,32720.0,0.018804154614747583,0.33590080117476906
679,1262,mosonmagyarovar,3,2,2,1,220000.0,0.4745762711864407,32720.0,0.018804154614747583,0.7139419006239162
680,1263,mosonmagyarovar,3,4,1,1,350000.0,0.42372881355932207,32720.0,0.018804154614747583,0.5344465872138704
681,1264,mosonmagyarovar,3,1,1,1,400000.0,0.6440677966101696,32720.0,0.018804154614747583,0.5330901056042064
682,1265,mosonmagyarovar,5,3,1,1,450000.0,0.49152542372881364,32720.0,0.018804154614747583,0.11555361418542875
683,1266,mosonmagyarovar,5,6,2,1,480000.0,0.4406779661016949,32720.0,0.018804154614747583,0.40992609365036103
684,1268,mosonmagyarovar,5,2,1,1,350000.0,0.6610169491525424,32720.0,0.018804154614747583,0.39311373367935787
685,1269,otteveny,3,3,2,1,180000.0,0.25423728813559326,2935.0,0.0016867418641284889,0.8873241352284962
686,1270,otteveny,2,1,1,1,90000.0,0.9322033898305084,2935.0,0.0016867418641284889,0.20993919487908774
687,1271,otteveny,6,2,1,1,220000.0,0.8983050847457628,2935.0,0.0016867418641284889,0.10734293580396992
688,1275,otteveny,6,2,1,1,300000.0,0.3559322033898305,2935.0,0.0016867418641284889,0.49202157975852534
689,1277,otteveny,9,4,1,1,320000.0,0.3050847457627119,2935.0,0.0016867418641284889,0.9160832823197239
690,1279,otteveny,5,2,2,1,230000.0,0.7457627118644068,2935.0,0.0016867418641284889,0.43265520151114156
691,1280,otteveny,6,1,2,1,180000.0,0.6949152542372881,2935.0,0.0016867418641284889,0.2062630756492091
692,1281,otteveny,3,2,1,1,230000.0,0.8305084745762712,2935.0,0.0016867418641284889,0.0050361050848163336
693,1284,rabaszentandras,2,2,1,1,120000.0,0.1016949152542373,497.0,0.0002856254536531036,0.6563735268040723
694,1285,rabaszentandras,4,7,1,1,600000.0,0.1016949152542373,497.0,0.0002856254536531036,0.8799343091544697
695,1288,rabaszentandras,5,4,2,1,250000.0,0.3898305084745763,497.0,0.0002856254536531036,0.2892926894774246
696,1289,rabaszentandras,3,2,1,1,200000.0,0.6271186440677967,497.0,0.0002856254536531036,0.31275791746448
697,1294,rabaszentandras,3,2,2,1,180000.0,0.3898305084745763,497.0,0.0002856254536531036,0.8881319698042647
698,1297,rabaszentandras,8,1,1,1,120000.0,0.11864406779661019,497.0,0.0002856254536531036,0.12884305623935477
699,1299,sopron,3,2,1,1,200000.0,0.4067796610169491,61390.0,0.035280777866728424,0.26988874672634
700,1302,sopron,3,2,1,1,220000.0,0.576271186440678,61390.0,0.035280777866728424,0.15631559150319485
701,1303,sopron,6,2,2,1,180000.0,0.5932203389830508,61390.0,0.035280777866728424,0.9617706859387143
702,1304,sopron,5,3,2,1,220000.0,0.6440677966101696,61390.0,0.035280777866728424,0.8167202334584596
703,1307,sopron,3,2,1,1,200000.0,0.01694915254237289,61390.0,0.035280777866728424,0.6880561819140888
704,1310,sopron,4,4,1,1,200000.0,0.42372881355932207,61390.0,0.035280777866728424,0.9855385940688822
705,1311,sopron,2,2,1,1,200000.0,0.728813559322034,61390.0,0.035280777866728424,0.05865518212514076
706,1312,sopron,3,2,2,1,190000.0,0.49152542372881364,61390.0,0.035280777866728424,0.579569080552215
707,1313,sopron,5,2,2,1,200000.0,0.6949152542372881,61390.0,0.035280777866728424,0.639651247221287
708,1314,sopron,8,1,2,1,300000.0,0.5593220338983051,61390.0,0.035280777866728424,0.8290507449917309
709,1317,sopron,8,3,2,1,220000.0,0.4745762711864407,61390.0,0.035280777866728424,0.10622602194663533
710,1318,barand,4,3,2,1,280000.0,0.25423728813559326,2530.0,0.001453988727851815,0.7647870102282129
711,1324,barand,5,2,2,1,,0.6101694915254237,2530.0,0.001453988727851815,0.8066215580269465
712,1325,barand,3,1,1,1,,0.49152542372881364,2530.0,0.001453988727851815,0.32974019596536885
713,1326,barand,4,4,1,1,,0.5932203389830508,2530.0,0.001453988727851815,0.8944267835868703
714,1327,barand,3,2,1,1,,0.8305084745762712,2530.0,0.001453988727851815,0.34602655087031553
715,1329,barand,8,3,2,1,,0.33898305084745767,2530.0,0.001453988727851815,0.05421865651743474
716,1331,berettyoujfalu,5,2,2,1,165000.0,0.03389830508474578,15167.0,0.00871646127878596,0.7675387513830887
717,1333,berettyoujfalu,4,2,2,1,128000.0,0.4745762711864407,15167.0,0.00871646127878596,0.5671422549337898
718,1337,berettyoujfalu,5,1,2,1,,0.6949152542372881,15167.0,0.00871646127878596,0.023098063437276273
719,1338,berettyoujfalu,4,3,2,1,167000.0,0.4406779661016949,15167.0,0.00871646127878596,0.5954712181976792
720,1339,berettyoujfalu,6,3,2,1,,0.22033898305084748,15167.0,0.00871646127878596,0.44358626519825783
721,1340,berettyoujfalu,5,3,1,1,230000.0,0.4406779661016949,15167.0,0.00871646127878596,0.3972898368682576
722,1341,berettyoujfalu,5,1,1,1,165000.0,0.050847457627118675,15167.0,0.00871646127878596,0.8831108653319483
723,1342,berettyoujfalu,3,3,1,1,235000.0,0.6440677966101696,15167.0,0.00871646127878596,0.33359126588923094
724,1344,berettyoujfalu,3,2,1,1,,0.49152542372881364,15167.0,0.00871646127878596,0.06468349497408721
725,1345,berettyoujfalu,2,3,2,1,,0.6271186440677967,15167.0,0.00871646127878596,0.0455799135424505
726,1346,berettyoujfalu,5,3,1,1,230000.0,0.37288135593220345,15167.0,0.00871646127878596,0.7557784844554617
727,1347,berettyoujfalu,5,3,2,1,,0.5593220338983051,15167.0,0.00871646127878596,0.36672043644545604
728,1348,berettyoujfalu,2,3,1,1,,0.2711864406779661,15167.0,0.00871646127878596,0.8621624983816779
729,1349,debrecen,3,2,1,1,370000.0,0.3559322033898305,207594.0,0.1193040853635058,0.7669823076171111
730,1350,debrecen,3,2,1,1,300000.0,0.6610169491525424,207594.0,0.1193040853635058,0.11473401558700125
731,1351,debrecen,5,2,2,1,260000.0,0.23728813559322032,207594.0,0.1193040853635058,0.9455912351203553
732,1354,debrecen,4,2,2,0,220000.0,0.6779661016949152,207594.0,0.1193040853635058,0.6527792044425655
733,1357,debrecen,6,3,2,1,400000.0,0.15254237288135597,207594.0,0.1193040853635058,0.3721196371588601
734,1358,debrecen,4,1,2,1,100000.0,0.5423728813559323,207594.0,0.1193040853635058,0.6688426250891175
735,1359,debrecen,9,3,2,1,400000.0,0.23728813559322032,207594.0,0.1193040853635058,0.662535209447285
736,1360,debrecen,2,1,1,0,75000.0,0.3559322033898305,207594.0,0.1193040853635058,0.15021920859723947
737,1363,debrecen,3,1,2,1,85000.0,0.6101694915254237,207594.0,0.1193040853635058,0.1938882403951817
738,1364,debrecen,3,2,1,1,300000.0,0.5932203389830508,207594.0,0.1193040853635058,0.32494127159032904
739,1366,debrecen,2,1,2,1,90000.0,0.3220338983050847,207594.0,0.1193040853635058,0.5088149474131887
740,1367,debrecen,3,2,1,1,350000.0,0.5932203389830508,207594.0,0.1193040853635058,0.24367148578751374
741,1370,debrecen,8,1,2,1,,0.728813559322034,207594.0,0.1193040853635058,0.7632026839869274
742,1372,debrecen,6,1,2,1,,0.5254237288135593,207594.0,0.1193040853635058,0.3135752061565701
743,1373,debrecen,4,3,1,1,,0.33898305084745767,207594.0,0.1193040853635058,0.2826209201467703
744,1374,debrecen,4,1,1,1,,0.33898305084745767,207594.0,0.1193040853635058,0.2535807762808011
745,1377,debrecen,6,3,2,1,,0.4067796610169491,207594.0,0.1193040853635058,0.7933470576038915
746,1378,debrecen,2,1,2,0,,0.6271186440677967,207594.0,0.1193040853635058,0.718464243765717
747,1379,debrecen,4,3,1,1,270000.0,0.20338983050847464,207594.0,0.1193040853635058,0.8414379857691584
748,1380,debrecen,3,5,1,1,390000.0,0.4745762711864407,207594.0,0.1193040853635058,0.921081217949711
749,1381,debrecen,3,5,1,1,280000.0,0.23728813559322032,207594.0,0.1193040853635058,0.5436952483676961
750,1382,debrecen,3,6,1,1,310000.0,0.3220338983050847,207594.0,0.1193040853635058,0.9919666812513892
751,1384,debrecen,3,5,1,1,330000.0,0.5084745762711864,207594.0,0.1193040853635058,0.47474844049855724
752,1385,debrecen,3,3,1,1,325000.0,0.6101694915254237,207594.0,0.1193040853635058,0.16731361164330438
753,1387,debrecen,4,3,1,1,310000.0,0.25423728813559326,207594.0,0.1193040853635058,0.6446208879690116
754,1388,debrecen,4,4,2,1,410000.0,0.03389830508474578,207594.0,0.1193040853635058,0.9984480614422089
755,1390,debrecen,5,3,2,1,310000.0,0.5254237288135593,207594.0,0.1193040853635058,0.6366323178362485
756,1391,debrecen,8,3,1,1,410000.0,0.5423728813559323,207594.0,0.1193040853635058,0.37254125382385384
757,1392,debrecen,3,5,1,1,365000.0,0.6271186440677967,207594.0,0.1193040853635058,0.372129854873006
758,1394,debrecen,9,1,1,1,210000.0,0.1016949152542373,207594.0,0.1193040853635058,0.44209269904023996
759,1395,debrecen,9,3,1,1,460000.0,0.7118644067796609,207594.0,0.1193040853635058,0.44789039968444566
760,1396,debrecen,4,2,2,1,350000.0,0.5084745762711864,207594.0,0.1193040853635058,0.6452250122242768
761,1398,debrecen,6,2,1,1,440000.0,0.5593220338983051,207594.0,0.1193040853635058,0.012301032422181724
762,1399,debrecen,4,3,1,1,412000.0,0.16949152542372886,207594.0,0.1193040853635058,0.3503491151121808
763,1400,debrecen,4,3,2,1,380000.0,0.5593220338983051,207594.0,0.1193040853635058,0.48953741818466845
764,1401,debrecen,3,1,2,0,53000.0,0.5423728813559323,207594.0,0.1193040853635058,0.8414977091270068
765,1402,debrecen,9,4,2,1,480000.0,0.050847457627118675,207594.0,0.1193040853635058,0.203982128258812
766,1404,debrecen,3,2,1,1,211000.0,0.4745762711864407,207594.0,0.1193040853635058,0.4804876993777819
767,1405,debrecen,4,5,1,1,331000.0,0.4067796610169491,207594.0,0.1193040853635058,0.8914175579919102
768,1406,debrecen,4,4,2,1,375000.0,0.5084745762711864,207594.0,0.1193040853635058,0.9935095952378558
769,1408,debrecen,5,2,2,1,90000.0,0.45762711864406785,207594.0,0.1193040853635058,0.49908423613946595
770,1411,debrecen,4,3,1,1,167600.0,0.23728813559322032,207594.0,0.1193040853635058,0.56917116887762
771,1412,debrecen,4,4,1,1,264000.0,0.37288135593220345,207594.0,0.1193040853635058,0.9448471007801937
772,1413,debrecen,5,4,1,1,230009.0,0.6949152542372881,207594.0,0.1193040853635058,0.4334576278535224
773,1414,debrecen,3,4,2,1,,0.4067796610169491,207594.0,0.1193040853635058,0.9953201808327786
774,1415,debrecen,4,1,2,1,125000.0,0.6440677966101696,207594.0,0.1193040853635058,0.6595868542244656
775,1416,debrecen,5,3,2,1,,0.5593220338983051,207594.0,0.1193040853635058,0.44334042727006995
776,1417,debrecen,5,3,1,1,187000.0,0.03389830508474578,207594.0,0.1193040853635058,0.10999566022525964
777,1419,debrecen,5,1,2,1,170000.0,0.6101694915254237,207594.0,0.1193040853635058,0.1771028045647456
778,1420,debrecen,9,1,1,1,,0.42372881355932207,207594.0,0.1193040853635058,0.08629073554431843
779,1421,debrecen,5,1,1,1,,0.16949152542372886,207594.0,0.1193040853635058,0.9454689514220389
780,1422,debrecen,3,4,1,1,220000.0,0.45762711864406785,207594.0,0.1193040853635058,0.03559479631183382
781,1423,debrecen,5,3,1,1,274000.0,0.42372881355932207,207594.0,0.1193040853635058,0.21169319728084823
782,1428,debrecen,2,4,1,0,100000.0,0.2711864406779661,207594.0,0.1193040853635058,0.8680082695313632
783,1429,debrecen,2,1,1,1,125000.0,0.6101694915254237,207594.0,0.1193040853635058,0.2181003029739289
784,1430,debrecen,8,1,1,1,,0.3559322033898305,207594.0,0.1193040853635058,0.4560159994454267
785,1431,debrecen,6,3,2,1,310000.0,0.28813559322033905,207594.0,0.1193040853635058,0.4695129719367669
786,1434,debrecen,5,3,1,1,243000.0,0.20338983050847464,207594.0,0.1193040853635058,0.804469535728732
787,1436,debrecen,3,1,1,1,,0.576271186440678,207594.0,0.1193040853635058,0.27128979938527276
788,1437,debrecen,2,1,2,1,,0.6610169491525424,207594.0,0.1193040853635058,0.4719556400914522
789,1440,hajduboszormeny,3,5,1,1,,0.33898305084745767,31306.0,0.017991530084635936,0.25778757947514497
790,1442,hajduboszormeny,3,4,2,1,,0.23728813559322032,31306.0,0.017991530084635936,0.2589793154118354
791,1443,hajduboszormeny,3,4,2,0,,0.06779661016949157,31306.0,0.017991530084635936,0.3245857208687388
792,1444,hajduboszormeny,2,5,1,1,,0.050847457627118675,31306.0,0.017991530084635936,0.5287565220483924
793,1445,hajduboszormeny,3,5,1,1,,0.11864406779661019,31306.0,0.017991530084635936,0.4291660573401028
794,1446,hajduboszormeny,3,2,1,1,,0.728813559322034,31306.0,0.017991530084635936,0.6970370780088623
795,1448,hajduboszormeny,4,3,1,1,,0.2711864406779661,31306.0,0.017991530084635936,0.5491213325363951
796,1450,hajduboszormeny,3,4,1,1,,0.3050847457627119,31306.0,0.017991530084635936,0.9520909427215946
797,1451,hajduboszormeny,3,5,1,1,,0.37288135593220345,31306.0,0.017991530084635936,0.7606366820326094
798,1453,hajduboszormeny,3,4,1,1,,0.15254237288135597,31306.0,0.017991530084635936,0.11744790201810529
799,1454,hajduboszormeny,4,7,1,1,,0.4067796610169491,31306.0,0.017991530084635936,0.9531599761577086
800,1456,hajdudorog,2,6,1,0,,0.08474576271186446,8888.0,0.005107925617844637,0.4398214272550298
801,1457,hajdudorog,2,4,2,0,120000.0,0.5423728813559323,8888.0,0.005107925617844637,0.03979126739561001
802,1458,hajdudorog,2,2,1,0,,0.1864406779661017,8888.0,0.005107925617844637,0.795725790757238
803,1459,hajdudorog,3,3,1,1,,0.4406779661016949,8888.0,0.005107925617844637,0.14547306921761094
804,1460,hajdudorog,4,5,2,1,,0.050847457627118675,8888.0,0.005107925617844637,0.7891032909571084
805,1465,hajdudorog,4,2,1,1,,0.1864406779661017,8888.0,0.005107925617844637,0.12631364330447825
806,1466,hajdudorog,3,4,1,1,,0.25423728813559326,8888.0,0.005107925617844637,0.8885262103743242
807,1467,hajdudorog,3,3,1,1,,0.4067796610169491,8888.0,0.005107925617844637,0.556155987958152
808,1468,hajdudorog,3,3,1,1,,0.5254237288135593,8888.0,0.005107925617844637,0.40538067658007526
809,1469,hajdudorog,5,2,1,1,200000.0,0.5254237288135593,8888.0,0.005107925617844637,0.9712736014778627
810,1471,hajdudorog,4,2,2,1,198000.0,0.15254237288135597,8888.0,0.005107925617844637,0.3201685767794008
811,1475,hajdunanas,4,4,1,1,,0.45762711864406785,16975.0,0.009755517255053185,0.03204014877623951
812,1479,hajdunanas,7,3,2,1,,0.16949152542372886,16975.0,0.009755517255053185,0.7832206055271752
813,1480,hajdunanas,3,3,1,1,,0.5423728813559323,16975.0,0.009755517255053185,0.14392845667678944
814,1482,hajdunanas,3,3,1,1,,0.5932203389830508,16975.0,0.009755517255053185,0.3938616268478716
815,1483,hajdunanas,3,1,1,0,73000.0,0.49152542372881364,16975.0,0.009755517255053185,0.475449733731251
816,1484,hajdunanas,8,5,1,1,,0.3220338983050847,16975.0,0.009755517255053185,0.6613046459292053
817,1486,hajdunanas,4,4,1,1,,0.37288135593220345,16975.0,0.009755517255053185,0.3979029069962755
818,1488,hajdunanas,4,5,2,1,,0.4406779661016949,16975.0,0.009755517255053185,0.7199928127040517
819,1489,hajdunanas,3,1,2,1,78000.0,0.6610169491525424,16975.0,0.009755517255053185,0.7762007899216716
820,1492,hosszupalyi,4,3,2,1,390000.0,0.25423728813559326,5854.0,0.0033642885426262946,0.8820722738031858
821,1493,hosszupalyi,2,2,2,1,96300.0,0.3050847457627119,5854.0,0.0033642885426262946,0.17568300625659294
822,1494,hosszupalyi,3,2,1,1,265000.0,0.7457627118644068,5854.0,0.0033642885426262946,0.09471468287979024
823,1495,hosszupalyi,3,1,2,1,95400.0,0.728813559322034,5854.0,0.0033642885426262946,0.1459305525437049
824,1497,hosszupalyi,3,4,1,1,370000.0,0.03389830508474578,5854.0,0.0033642885426262946,0.23944691660840445
